areacode,owned_outright,owned_mortgage,private_rented,social_rented
S00178855,10,3,12,1
S00178856,14,12,11,3
S00178857,19,16,2,2
S00178858,43,17,2,0
S00178859,15,40,5,1
S00178860,11,8,0,30
S00178861,54,16,0,1
S00178862,14,11,3,1
S00178863,10,9,5,15
S00178864,30,20,5,0
S00178865,37,14,16,3
S00178866,36,29,5,1
S00178867,23,28,6,1
S00178868,4,6,1,29
S00178869,10,36,2,2
S00178870,10,28,3,1
S00178871,21,17,20,0
S00178872,27,12,2,1
S00178873,40,28,4,1
S00178874,15,8,2,33
S00178875,23,20,19,5
S00178876,15,54,4,9
S00178877,20,13,5,21
S00178878,39,12,1,0
S00178879,3,5,5,45
S00178880,6,6,11,44
S00178881,28,28,10,2
S00178882,25,17,1,15
S00178883,24,41,1,5
S00178884,19,40,5,3
S00178885,22,57,0,2
S00178886,9,40,6,14
S00178887,22,14,4,20
S00178888,19,14,2,0
S00178889,11,7,4,28
S00178890,4,1,1,36
S00178891,7,41,3,2
S00178892,25,35,4,1
S00178893,9,7,8,16
S00178894,6,27,14,4
S00178895,15,29,15,12
S00178896,8,13,8,2
S00178897,32,28,2,0
S00178898,24,11,4,7
S00178899,28,10,3,0
S00178900,6,18,5,25
S00178901,11,8,9,57
S00178902,10,5,13,4
S00178903,1,7,3,51
S00178904,3,1,0,31
S00178905,5,5,6,24
S00178906,41,20,3,0
S00178907,33,13,14,6
S00178908,28,17,4,10
S00178909,9,5,5,43
S00178910,8,8,15,51
S00178911,3,3,5,42
S00178912,5,1,2,46
S00178913,5,4,2,27
S00178914,1,4,2,40
S00178915,5,9,11,36
S00178916,39,20,3,3
S00178917,7,2,10,43
S00178918,17,6,9,1
S00178919,6,9,11,25
S00178920,0,3,10,36
S00178921,4,21,37,8
S00178922,5,2,5,29
S00178923,9,6,4,31
S00178924,10,6,8,12
S00178925,18,15,4,16
S00178926,4,5,9,55
S00178927,22,11,6,1
S00178928,11,25,23,16
S00178929,10,8,7,22
S00178930,0,4,8,39
S00178931,12,18,4,8
S00178932,7,15,23,22
S00178933,10,14,1,21
S00178934,10,8,8,29
S00178935,38,17,0,5
S00178936,23,17,5,23
S00178937,5,29,15,19
S00178938,54,20,4,6
S00178939,1,0,4,41
S00178940,28,28,1,8
S00178941,8,7,11,41
S00178942,1,1,1,27
S00178943,7,3,1,34
S00178944,19,16,3,14
S00178945,45,25,2,8
S00178946,14,8,2,27
S00178947,7,3,19,44
S00178948,36,25,2,14
S00178949,11,11,2,19
S00178950,13,3,1,38
S00178951,11,5,49,7
S00178952,13,6,51,6
S00178953,16,13,3,0
S00178954,2,9,37,12
S00178955,4,7,39,2
S00178956,25,10,5,12
S00178957,31,30,12,6
S00178958,5,9,72,1
S00178959,27,22,3,1
S00178960,17,10,32,12
S00178961,4,3,44,2
S00178962,0,4,21,35
S00178963,18,19,9,12
S00178964,8,5,34,7
S00178965,10,8,25,9
S00178966,9,7,25,24
S00178967,3,7,41,1
S00178968,10,6,26,5
S00178969,24,16,30,5
S00178970,19,9,12,1
S00178971,26,7,6,1
S00178972,35,14,8,9
S00178973,11,10,12,46
S00178974,13,9,32,2
S00178975,5,0,52,9
S00178976,14,15,30,26
S00178977,21,11,26,13
S00178978,12,4,7,8
S00178979,11,12,45,8
S00178980,12,9,35,4
S00178981,12,12,28,30
S00178982,18,10,10,1
S00178983,28,7,4,11
S00178984,14,15,35,23
S00178985,6,8,27,20
S00178986,15,8,50,1
S00178987,3,2,16,24
S00178988,2,5,25,9
S00178989,10,9,19,16
S00178990,8,9,41,13
S00178991,7,9,23,27
S00178992,30,18,7,6
S00178993,10,8,18,6
S00178994,9,3,21,8
S00178995,7,2,20,12
S00178996,1,2,31,3
S00178997,6,3,16,19
S00178998,8,1,37,32
S00178999,22,16,2,1
S00179000,17,11,6,2
S00179001,2,12,17,4
S00179002,3,6,50,20
S00179003,32,18,6,2
S00179004,3,1,30,2
S00179005,7,7,57,10
S00179006,20,20,0,22
S00179007,41,26,5,1
S00179008,13,16,1,0
S00179009,1,5,43,6
S00179010,27,12,6,2
S00179011,29,16,8,3
S00179012,6,6,45,5
S00179013,5,2,15,35
S00179014,6,2,41,2
S00179015,21,9,0,0
S00179016,18,10,10,19
S00179017,31,15,7,1
S00179018,28,31,4,3
S00179019,21,16,6,0
S00179020,15,30,9,3
S00179021,32,35,13,2
S00179022,7,10,30,8
S00179023,36,18,5,1
S00179024,11,9,29,8
S00179025,19,14,5,1
S00179026,11,5,10,28
S00179027,28,11,0,2
S00179028,29,16,3,2
S00179029,28,41,1,1
S00179030,28,17,1,4
S00179031,20,15,7,7
S00179032,26,23,3,4
S00179033,24,11,0,2
S00179034,17,21,7,8
S00179035,31,25,5,0
S00179036,28,10,1,1
S00179037,22,9,0,10
S00179038,24,5,6,16
S00179039,30,5,1,1
S00179040,23,16,23,0
S00179041,42,7,3,1
S00179042,13,8,1,12
S00179043,43,20,4,1
S00179044,26,11,9,2
S00179045,15,14,9,13
S00179046,16,18,10,2
S00179047,9,11,11,18
S00179048,16,4,8,16
S00179049,28,18,2,1
S00179050,22,16,1,2
S00179051,25,8,8,5
S00179052,51,22,1,1
S00179053,36,17,6,2
S00179054,26,14,3,0
S00179055,7,14,3,20
S00179056,24,28,8,2
S00179057,19,12,6,14
S00179058,25,16,1,1
S00179059,26,24,5,3
S00179060,7,14,3,24
S00179061,5,13,13,43
S00179062,27,14,1,1
S00179063,17,19,0,10
S00179064,12,37,0,2
S00179065,20,13,2,20
S00179066,34,16,0,1
S00179067,16,14,4,10
S00179068,14,7,2,16
S00179069,41,14,0,2
S00179070,29,27,6,1
S00179071,25,10,6,8
S00179072,12,10,6,3
S00179073,24,14,3,21
S00179074,42,19,4,1
S00179075,15,13,3,9
S00179076,21,11,15,1
S00179077,40,16,10,6
S00179078,4,22,2,13
S00179079,33,27,4,0
S00179080,8,9,0,12
S00179081,35,14,7,3
S00179082,53,17,2,1
S00179083,23,13,2,9
S00179084,7,27,4,1
S00179085,30,19,9,11
S00179086,14,22,2,8
S00179087,10,30,6,3
S00179088,13,14,3,15
S00179089,22,21,3,9
S00179090,20,10,7,30
S00179091,23,16,7,16
S00179092,14,6,1,22
S00179093,28,20,8,1
S00179094,36,22,1,1
S00179095,19,26,3,19
S00179096,30,16,2,0
S00179097,8,13,5,29
S00179098,28,10,10,15
S00179099,17,12,2,16
S00179100,10,11,1,24
S00179101,8,20,0,21
S00179102,14,17,0,15
S00179103,19,15,0,1
S00179104,26,10,3,4
S00179105,12,15,1,40
S00179106,12,14,4,13
S00179107,31,17,1,3
S00179108,20,14,3,12
S00179109,25,17,4,1
S00179110,11,9,2,25
S00179111,18,24,3,28
S00179112,13,9,0,24
S00179113,38,17,1,6
S00179114,12,5,2,36
S00179115,10,10,2,17
S00179116,16,11,3,20
S00179117,42,16,22,0
S00179118,22,17,4,3
S00179119,32,26,15,8
S00179120,22,18,15,8
S00179121,37,15,12,3
S00179122,8,38,3,6
S00179123,12,8,9,29
S00179124,10,14,7,2
S00179125,9,14,6,52
S00179126,9,8,6,23
S00179127,3,2,13,21
S00179128,16,23,4,7
S00179129,28,19,1,0
S00179130,24,16,3,17
S00179131,20,33,6,4
S00179132,24,17,8,4
S00179133,5,14,1,15
S00179134,33,20,4,0
S00179135,13,10,3,5
S00179136,20,13,3,1
S00179137,11,14,5,18
S00179138,16,15,1,0
S00179139,16,16,3,15
S00179140,10,8,3,23
S00179141,4,9,13,8
S00179142,2,13,3,29
S00179143,32,26,11,12
S00179144,19,18,7,7
S00179145,7,6,2,28
S00179146,14,34,7,24
S00179147,11,15,4,20
S00179148,22,9,5,2
S00179149,9,12,7,30
S00179150,23,13,16,3
S00179151,4,4,2,34
S00179152,26,9,5,31
S00179153,23,26,4,3
S00179154,23,25,1,3
S00179155,12,18,1,19
S00179156,21,47,8,6
S00179157,2,11,4,30
S00179158,12,25,4,3
S00179159,25,20,9,4
S00179160,23,29,0,1
S00179161,9,5,0,22
S00179162,12,7,3,38
S00179163,24,8,22,11
S00179164,9,6,21,17
S00179165,17,37,16,2
S00179166,9,21,6,0
S00179167,12,5,5,31
S00179168,3,5,3,28
S00179169,27,12,3,1
S00179170,10,15,4,9
S00179171,9,12,3,21
S00179172,17,7,12,34
S00179173,14,36,12,14
S00179174,14,8,4,25
S00179175,21,35,5,1
S00179176,14,23,2,21
S00179177,2,4,7,53
S00179178,11,47,14,4
S00179179,11,5,2,43
S00179180,19,22,9,14
S00179181,19,14,1,2
S00179182,18,6,7,25
S00179183,21,23,6,4
S00179184,18,24,8,11
S00179185,3,1,1,27
S00179186,8,17,0,21
S00179187,2,8,5,13
S00179188,15,17,2,10
S00179189,10,36,1,7
S00179190,28,19,3,10
S00179191,7,10,8,11
S00179192,14,14,4,10
S00179193,20,14,4,5
S00179194,14,15,4,8
S00179195,18,9,8,13
S00179196,32,17,13,0
S00179197,15,20,9,13
S00179198,18,11,5,15
S00179199,12,20,5,23
S00179200,11,14,6,15
S00179201,14,10,0,20
S00179202,18,29,4,14
S00179203,12,18,7,9
S00179204,8,41,2,17
S00179205,19,17,11,8
S00179206,18,12,5,17
S00179207,11,17,7,22
S00179208,21,29,7,2
S00179209,15,24,10,29
S00179210,17,12,0,1
S00179211,25,38,2,7
S00179212,15,4,2,15
S00179213,42,29,2,1
S00179214,20,13,3,18
S00179215,24,18,4,26
S00179216,6,5,5,13
S00179217,20,17,2,18
S00179218,18,7,2,15
S00179219,15,9,8,36
S00179220,17,28,10,17
S00179221,22,15,8,1
S00179222,15,15,4,7
S00179223,11,13,1,14
S00179224,22,21,2,14
S00179225,31,30,8,11
S00179226,12,4,3,48
S00179227,12,11,4,21
S00179228,19,13,7,17
S00179229,11,13,5,25
S00179230,19,10,3,9
S00179231,18,21,1,18
S00179232,22,9,1,46
S00179233,19,18,9,20
S00179234,16,13,1,0
S00179235,10,11,5,18
S00179236,19,13,15,4
S00179237,3,1,0,24
S00179238,9,8,0,15
S00179239,11,11,4,9
S00179240,29,35,3,1
S00179241,8,15,15,9
S00179242,16,14,3,17
S00179243,16,19,12,17
S00179244,7,15,8,12
S00179245,20,23,8,25
S00179246,24,7,12,5
S00179247,16,14,13,39
S00179248,14,11,4,20
S00179249,12,19,5,14
S00179250,11,15,0,0
S00179251,19,18,5,15
S00179252,16,17,1,32
S00179253,17,14,0,2
S00179254,16,8,4,16
S00179255,25,18,2,0
S00179256,28,23,4,4
S00179257,23,14,4,19
S00179258,19,31,4,4
S00179259,9,9,8,19
S00179260,14,32,2,15
S00179261,24,25,3,13
S00179262,31,15,6,2
S00179263,21,15,15,20
S00179264,20,18,1,4
S00179265,29,24,5,3
S00179266,26,29,4,17
S00179267,11,6,0,8
S00179268,25,20,3,4
S00179269,23,14,1,1
S00179270,33,34,4,7
S00179271,21,18,3,0
S00179272,10,31,0,0
S00179273,24,45,3,4
S00179274,21,16,3,3
S00179275,9,51,3,6
S00179276,11,14,5,19
S00179277,27,21,3,1
S00179278,16,17,1,32
S00179279,13,15,1,42
S00179280,25,32,3,6
S00179281,15,13,4,20
S00179282,10,10,1,22
S00179283,17,19,11,16
S00179284,13,16,1,16
S00179285,39,28,4,7
S00179286,16,15,2,14
S00179287,13,12,3,15
S00179288,20,25,0,5
S00179289,6,7,0,33
S00179290,19,18,4,1
S00179291,8,7,2,29
S00179292,15,15,7,30
S00179293,19,12,1,4
S00179294,7,6,1,31
S00179295,12,14,2,33
S00179296,28,18,1,3
S00179297,40,13,1,5
S00179298,29,17,2,21
S00179299,14,11,1,20
S00179300,16,8,8,26
S00179301,23,24,4,13
S00179302,27,12,8,3
S00179303,13,20,6,19
S00179304,7,12,5,7
S00179305,27,10,4,1
S00179306,19,24,4,17
S00179307,13,11,11,36
S00179308,31,24,5,13
S00179309,32,19,7,1
S00179310,10,30,2,5
S00179311,7,23,1,0
S00179312,31,24,3,1
S00179313,9,13,4,5
S00179314,4,9,1,27
S00179315,21,17,9,10
S00179316,19,12,3,9
S00179317,17,23,1,6
S00179318,27,21,4,1
S00179319,18,10,3,2
S00179320,16,8,1,4
S00179321,10,12,1,6
S00179322,19,12,6,5
S00179323,10,15,1,2
S00179324,14,5,5,6
S00179325,39,18,6,7
S00179326,11,54,2,1
S00179327,32,20,0,0
S00179328,15,15,5,28
S00179329,12,9,1,9
S00179330,5,7,0,44
S00179331,17,19,7,20
S00179332,15,9,1,24
S00179333,21,14,4,29
S00179334,6,3,2,28
S00179335,20,15,4,1
S00179336,7,7,0,22
S00179337,13,16,2,16
S00179338,15,16,4,6
S00179339,13,12,3,24
S00179340,13,15,2,0
S00179341,10,16,3,16
S00179342,21,10,5,28
S00179343,10,18,3,0
S00179344,16,21,3,21
S00179345,23,12,10,5
S00179346,19,19,1,1
S00179347,25,21,3,2
S00179348,27,22,4,10
S00179349,36,22,7,5
S00179350,37,25,10,7
S00179351,47,13,0,0
S00179352,39,33,6,1
S00179353,27,14,10,7
S00179354,22,8,10,2
S00179355,18,11,3,4
S00179356,15,8,4,6
S00179357,33,22,1,1
S00179358,22,10,5,15
S00179359,49,23,4,4
S00179360,35,17,1,5
S00179361,16,18,0,0
S00179362,29,14,0,0
S00179363,37,16,1,0
S00179364,21,17,28,2
S00179365,24,26,2,4
S00179366,38,35,2,3
S00179367,38,33,2,4
S00179368,35,15,1,1
S00179369,15,25,0,0
S00179370,22,7,1,0
S00179371,44,23,0,1
S00179372,33,8,5,1
S00179373,50,19,8,1
S00179374,30,22,7,9
S00179375,27,17,1,1
S00179376,13,18,3,10
S00179377,20,21,2,8
S00179378,47,21,4,2
S00179379,22,25,8,9
S00179380,12,15,5,14
S00179381,30,9,2,4
S00179382,22,6,5,5
S00179383,27,25,9,3
S00179384,27,8,2,4
S00179385,26,6,6,9
S00179386,17,9,2,1
S00179387,19,11,4,6
S00179388,19,15,2,2
S00179389,34,20,0,0
S00179390,32,15,1,3
S00179391,31,19,3,0
S00179392,31,17,2,1
S00179393,16,11,0,3
S00179394,36,21,0,1
S00179395,61,12,4,2
S00179396,31,32,10,3
S00179397,25,11,2,2
S00179398,31,14,3,1
S00179399,32,10,3,0
S00179400,36,45,1,3
S00179401,30,13,1,3
S00179402,25,28,3,1
S00179403,18,5,1,21
S00179404,37,17,2,0
S00179405,10,2,0,38
S00179406,5,8,3,15
S00179407,10,10,1,19
S00179408,10,3,6,20
S00179409,13,19,2,41
S00179410,8,5,3,22
S00179411,11,6,0,18
S00179412,5,5,1,33
S00179413,9,16,1,16
S00179414,22,21,9,5
S00179415,22,18,12,5
S00179416,23,4,3,10
S00179417,3,0,2,38
S00179418,2,11,1,39
S00179419,9,15,1,12
S00179420,7,11,2,53
S00179421,9,11,1,9
S00179422,23,10,1,3
S00179423,14,6,1,56
S00179424,26,21,0,5
S00179425,7,10,4,21
S00179426,54,23,7,4
S00179427,20,11,2,13
S00179428,20,16,9,21
S00179429,18,10,5,0
S00179430,11,10,1,51
S00179431,21,13,13,5
S00179432,8,14,2,37
S00179433,3,2,5,43
S00179434,6,8,2,55
S00179435,6,4,3,51
S00179436,25,15,1,20
S00179437,23,4,2,14
S00179438,10,8,1,28
S00179439,7,9,4,22
S00179440,35,8,7,15
S00179441,28,15,6,23
S00179442,24,25,5,4
S00179443,18,7,3,14
S00179444,12,7,2,28
S00179445,14,22,5,8
S00179446,6,5,4,24
S00179447,20,9,3,4
S00179448,28,24,4,12
S00179449,19,18,7,1
S00179450,10,6,2,18
S00179451,15,17,1,2
S00179452,3,11,3,23
S00179453,19,21,3,8
S00179454,32,14,4,2
S00179455,13,10,6,35
S00179456,10,6,4,23
S00179457,12,8,3,14
S00179458,11,8,4,10
S00179459,16,30,1,2
S00179460,23,13,6,33
S00179461,16,8,9,23
S00179462,15,11,2,3
S00179463,18,4,8,13
S00179464,9,8,6,56
S00179465,10,9,9,19
S00179466,22,6,2,13
S00179467,6,12,2,49
S00179468,7,19,5,2
S00179469,7,8,4,35
S00179470,32,31,8,2
S00179471,14,1,4,24
S00179472,11,12,5,13
S00179473,17,21,5,23
S00179474,23,10,2,10
S00179475,30,9,4,17
S00179476,8,4,2,26
S00179477,6,0,3,30
S00179478,14,13,5,15
S00179479,20,4,9,10
S00179480,21,12,6,2
S00179481,15,30,0,3
S00179482,16,9,3,10
S00179483,16,22,4,5
S00179484,24,19,5,29
S00179485,15,42,10,7
S00179486,23,17,4,3
S00179487,8,6,2,25
S00179488,5,6,0,30
S00179489,24,25,21,4
S00179490,6,10,4,11
S00179491,17,4,1,54
S00179492,18,11,8,8
S00179493,21,23,25,3
S00179494,13,13,13,2
S00179495,17,38,4,3
S00179496,9,1,5,24
S00179497,11,18,4,3
S00179498,10,13,4,18
S00179499,7,4,7,35
S00179500,4,6,7,25
S00179501,27,17,10,4
S00179502,19,18,0,2
S00179503,10,0,3,16
S00179504,26,15,3,0
S00179505,18,24,16,13
S00179506,22,10,4,16
S00179507,17,19,3,0
S00179508,11,21,9,2
S00179509,30,18,2,1
S00179510,0,2,13,58
S00179511,5,3,2,49
S00179512,27,14,7,16
S00179513,27,26,4,5
S00179514,26,23,6,22
S00179515,6,3,16,32
S00179516,8,16,12,3
S00179517,16,18,5,5
S00179518,13,12,8,4
S00179519,15,22,6,25
S00179520,19,12,9,9
S00179521,38,17,0,5
S00179522,24,22,5,2
S00179523,8,18,14,15
S00179524,29,13,0,4
S00179525,17,4,17,27
S00179526,19,11,6,27
S00179527,16,23,8,0
S00179528,20,16,5,29
S00179529,18,18,4,22
S00179530,20,11,1,24
S00179531,25,13,6,11
S00179532,16,21,11,16
S00179533,14,16,3,31
S00179534,7,16,5,9
S00179535,4,2,7,27
S00179536,18,19,3,15
S00179537,13,27,9,8
S00179538,21,16,4,28
S00179539,14,18,6,16
S00179540,15,15,2,1
S00179541,11,11,0,19
S00179542,14,20,4,33
S00179543,16,7,5,28
S00179544,12,16,5,40
S00179545,25,20,14,19
S00179546,8,15,10,20
S00179547,12,12,12,19
S00179548,14,10,5,34
S00179549,7,12,7,33
S00179550,14,26,2,36
S00179551,8,12,5,14
S00179552,5,16,5,8
S00179553,14,9,6,31
S00179554,26,14,3,7
S00179555,8,14,4,25
S00179556,20,22,2,17
S00179557,21,13,7,4
S00179558,7,5,2,18
S00179559,11,10,7,19
S00179560,21,12,1,21
S00179561,4,7,1,29
S00179562,24,16,3,5
S00179563,7,16,2,18
S00179564,32,28,12,6
S00179565,21,13,0,6
S00179566,19,19,4,18
S00179567,11,15,2,2
S00179568,19,34,2,9
S00179569,35,37,1,1
S00179570,0,2,1,20
S00179571,12,9,1,10
S00179572,9,16,4,22
S00179573,16,16,3,1
S00179574,15,11,7,14
S00179575,8,11,2,33
S00179576,2,1,1,50
S00179577,0,1,1,43
S00179578,27,12,15,1
S00179579,10,4,0,46
S00179580,4,6,3,33
S00179581,35,18,2,5
S00179582,32,25,1,1
S00179583,32,41,2,0
S00179584,27,33,5,1
S00179585,10,59,0,8
S00179586,19,27,5,1
S00179587,22,26,3,4
S00179588,13,16,0,1
S00179589,5,0,6,45
S00179590,9,23,3,18
S00179591,10,29,2,1
S00179592,16,15,9,14
S00179593,22,28,5,0
S00179594,13,23,4,0
S00179595,29,30,1,1
S00179596,4,8,3,19
S00179597,22,18,1,6
S00179598,12,12,19,30
S00179599,10,10,3,15
S00179600,6,3,1,35
S00179601,17,14,12,36
S00179602,8,4,6,32
S00179603,2,4,3,50
S00179604,8,0,9,27
S00179605,3,17,1,19
S00179606,12,18,18,14
S00179607,9,9,3,13
S00179608,15,10,1,1
S00179609,4,5,3,46
S00179610,12,12,0,6
S00179611,15,21,5,10
S00179612,6,47,1,0
S00179613,14,9,0,8
S00179614,4,0,0,56
S00179615,9,14,2,11
S00179616,2,5,5,36
S00179617,20,17,2,6
S00179618,6,33,1,3
S00179619,11,17,12,18
S00179620,15,13,5,35
S00179621,10,15,1,10
S00179622,3,28,1,1
S00179623,13,8,1,18
S00179624,5,30,0,2
S00179625,27,22,2,12
S00179626,3,5,2,35
S00179627,7,24,9,27
S00179628,10,22,4,5
S00179629,19,12,1,14
S00179630,4,10,4,18
S00179631,14,53,2,4
S00179632,7,2,2,37
S00179633,9,12,8,42
S00179634,6,10,3,32
S00179635,5,67,1,1
S00179636,31,12,4,19
S00179637,23,29,1,16
S00179638,13,14,1,15
S00179639,12,31,4,26
S00179640,18,15,6,30
S00179641,4,19,6,2
S00179642,10,10,6,33
S00179643,43,24,2,2
S00179644,13,25,4,1
S00179645,3,3,1,32
S00179646,6,17,2,16
S00179647,11,13,1,3
S00179648,20,14,4,1
S00179649,17,19,2,18
S00179650,10,33,1,1
S00179651,24,21,5,3
S00179652,18,14,3,28
S00179653,17,13,3,29
S00179654,25,24,4,0
S00179655,26,12,5,0
S00179656,19,15,4,4
S00179657,16,14,0,25
S00179658,22,15,2,44
S00179659,7,13,10,40
S00179660,1,7,5,34
S00179661,20,32,2,1
S00179662,34,24,2,0
S00179663,15,20,19,11
S00179664,14,13,4,16
S00179665,6,7,1,31
S00179666,15,29,8,10
S00179667,33,12,1,0
S00179668,13,15,8,15
S00179669,34,28,3,2
S00179670,26,17,5,4
S00179671,26,16,4,28
S00179672,14,8,11,14
S00179673,13,23,4,37
S00179674,10,18,5,11
S00179675,24,9,2,1
S00179676,22,13,1,3
S00179677,19,15,1,7
S00179678,7,19,1,2
S00179679,6,9,2,30
S00179680,13,18,3,1
S00179681,0,4,4,27
S00179682,20,8,0,3
S00179683,23,14,1,6
S00179684,32,11,1,0
S00179685,17,14,5,19
S00179686,22,16,4,2
S00179687,3,4,1,29
S00179688,22,20,1,2
S00179689,6,1,5,42
S00179690,7,2,3,53
S00179691,6,26,24,1
S00179692,15,27,1,11
S00179693,8,10,1,18
S00179694,10,18,10,5
S00179695,34,24,4,1
S00179696,14,19,1,3
S00179697,7,14,15,20
S00179698,32,21,0,3
S00179699,18,22,2,1
S00179700,21,29,1,6
S00179701,33,20,3,8
S00179702,16,20,4,0
S00179703,39,25,0,1
S00179704,18,8,2,1
S00179705,29,24,1,24
S00179706,28,32,16,5
S00179707,14,17,5,21
S00179708,15,7,6,36
S00179709,15,18,1,0
S00179710,14,5,5,47
S00179711,7,9,3,46
S00179712,15,6,1,0
S00179713,13,20,5,21
S00179714,0,2,1,58
S00179715,23,23,19,2
S00179716,2,6,2,60
S00179717,7,8,1,26
S00179718,7,12,21,6
S00179719,20,13,0,2
S00179720,3,5,0,60
S00179721,5,5,3,37
S00179722,21,26,23,2
S00179723,9,11,5,19
S00179724,11,10,32,20
S00179725,12,15,4,15
S00179726,5,9,3,28
S00179727,11,17,15,19
S00179728,8,6,7,23
S00179729,12,15,9,13
S00179730,4,7,9,26
S00179731,2,3,1,39
S00179732,6,2,1,45
S00179733,22,10,12,37
S00179734,2,3,19,33
S00179735,6,8,2,26
S00179736,5,9,1,29
S00179737,23,19,7,31
S00179738,18,8,8,21
S00179739,13,6,28,3
S00179740,33,28,0,4
S00179741,11,14,5,25
S00179742,4,10,4,25
S00179743,23,16,8,25
S00179744,24,14,3,9
S00179745,23,25,1,2
S00179746,7,8,4,17
S00179747,31,18,6,2
S00179748,20,19,2,2
S00179749,27,37,15,0
S00179750,3,2,13,38
S00179751,27,20,1,4
S00179752,19,19,6,15
S00179753,16,29,0,1
S00179754,16,12,24,1
S00179755,12,13,5,10
S00179756,23,23,1,0
S00179757,11,18,2,3
S00179758,13,16,2,11
S00179759,0,3,3,48
S00179760,24,17,0,0
S00179761,12,14,27,7
S00179762,20,15,1,1
S00179763,28,16,4,1
S00179764,27,8,2,3
S00179765,19,20,26,11
S00179766,24,32,5,3
S00179767,0,2,1,55
S00179768,2,2,2,31
S00179769,27,18,7,0
S00179770,24,15,0,2
S00179771,9,21,36,7
S00179772,28,12,4,1
S00179773,29,20,1,2
S00179774,28,22,4,1
S00179775,25,25,21,6
S00179776,14,30,12,2
S00179777,15,10,4,11
S00179778,17,21,3,0
S00179779,12,22,15,4
S00179780,31,24,9,2
S00179781,21,18,0,6
S00179782,25,25,13,2
S00179783,27,19,2,2
S00179784,10,17,17,17
S00179785,18,19,2,0
S00179786,16,11,0,12
S00179787,28,25,21,6
S00179788,16,22,0,2
S00179789,17,26,4,4
S00179790,34,17,5,0
S00179791,14,53,5,4
S00179792,35,41,4,0
S00179793,19,12,1,3
S00179794,17,56,0,2
S00179795,26,39,1,3
S00179796,9,51,0,1
S00179797,23,22,4,19
S00179798,9,16,0,0
S00179799,16,3,3,17
S00179800,13,13,7,15
S00179801,21,14,1,1
S00179802,31,20,9,10
S00179803,24,41,10,2
S00179804,25,16,15,4
S00179805,14,11,12,19
S00179806,5,3,1,22
S00179807,7,6,6,22
S00179808,22,15,1,1
S00179809,7,2,3,23
S00179810,5,7,3,28
S00179811,11,31,1,3
S00179812,3,2,4,39
S00179813,8,12,5,48
S00179814,5,8,11,43
S00179815,37,25,1,0
S00179816,5,10,1,31
S00179817,24,18,0,15
S00179818,12,16,0,18
S00179819,4,7,10,28
S00179820,5,2,6,57
S00179821,34,4,2,11
S00179822,2,1,1,38
S00179823,5,6,2,17
S00179824,4,1,0,39
S00179825,20,20,1,0
S00179826,27,13,2,3
S00179827,18,13,0,0
S00179828,31,20,1,1
S00179829,9,20,3,16
S00179830,2,6,0,28
S00179831,41,25,2,0
S00179832,33,22,10,2
S00179833,3,3,2,35
S00179834,40,30,4,2
S00179835,19,18,1,1
S00179836,9,13,2,14
S00179837,5,8,2,31
S00179838,6,4,0,39
S00179839,28,16,1,1
S00179840,19,14,0,1
S00179841,25,30,1,0
S00179842,3,5,2,42
S00179843,13,12,2,18
S00179844,8,17,2,43
S00179845,1,5,2,30
S00179846,16,17,1,15
S00179847,27,12,3,1
S00179848,26,16,7,25
S00179849,7,8,5,36
S00179850,17,8,0,0
S00179851,26,21,3,25
S00179852,39,21,1,0
S00179853,1,5,6,29
S00179854,3,5,0,29
S00179855,20,16,1,0
S00179856,8,4,0,25
S00179857,16,20,0,24
S00179858,12,11,2,2
S00179859,24,17,1,1
S00179860,24,14,2,0
S00179861,2,5,1,47
S00179862,25,19,0,1
S00179863,7,9,0,49
S00179864,25,14,2,16
S00179865,27,19,0,2
S00179866,30,7,1,1
S00179867,9,9,0,16
S00179868,6,7,4,15
S00179869,28,22,3,9
S00179870,6,16,5,11
S00179871,8,18,16,7
S00179872,4,5,1,22
S00179873,27,14,0,1
S00179874,22,21,3,16
S00179875,10,15,3,3
S00179876,21,15,9,3
S00179877,17,15,2,12
S00179878,9,9,5,34
S00179879,7,13,1,42
S00179880,18,19,2,33
S00179881,23,19,1,2
S00179882,26,24,3,16
S00179883,6,8,9,24
S00179884,20,14,2,18
S00179885,5,9,4,14
S00179886,14,14,4,21
S00179887,3,2,2,23
S00179888,15,11,1,29
S00179889,29,15,2,10
S00179890,22,13,14,15
S00179891,27,18,1,4
S00179892,20,13,8,35
S00179893,16,14,7,2
S00179894,10,13,3,6
S00179895,33,9,4,23
S00179896,18,8,0,2
S00179897,21,16,5,17
S00179898,17,8,6,7
S00179899,6,16,3,27
S00179900,18,5,8,19
S00179901,21,15,3,10
S00179902,19,11,6,14
S00179903,13,7,8,26
S00179904,18,19,5,3
S00179905,19,12,2,4
S00179906,12,16,10,6
S00179907,11,11,1,22
S00179908,34,27,1,2
S00179909,22,16,5,27
S00179910,12,13,0,5
S00179911,38,50,2,4
S00179912,13,12,11,16
S00179913,27,22,5,9
S00179914,33,23,6,1
S00179915,15,12,6,10
S00179916,5,41,6,1
S00179917,18,18,2,9
S00179918,13,8,5,18
S00179919,18,15,4,10
S00179920,27,23,0,4
S00179921,16,14,11,5
S00179922,22,35,4,3
S00179923,33,7,2,1
S00179924,18,18,3,1
S00179925,19,39,1,1
S00179926,27,12,2,1
S00179927,6,10,1,18
S00179928,22,13,10,11
