hidp,s1_urbanrural,s2_hh_size,s3_hhtenure
1524124826,rural,hhsize_2,owned_outright
1524138426,urban,hhsize_2,social_rented
1524220026,rural,hhsize_3,owned_mortgage
1524260826,urban,hhsize_2,owned_outright
1524288026,urban,hhsize_1,social_rented
1524294826,rural,hhsize_2,owned_outright
1524315226,urban,hhsize_2,owned_outright
1524356026,urban,hhsize_1,owned_outright
1524383226,rural,hhsize_4,owned_mortgage
1524396826,rural,hhsize_1,owned_outright
1524403626,urban,hhsize_2,private_rented
1524444426,rural,hhsize_3,owned_outright
1524539626,rural,hhsize_2,owned_outright
1524587226,rural,hhsize_2,owned_mortgage
1524641626,urban,hhsize_1,private_rented
1524723226,rural,hhsize_2,owned_outright
1524730026,urban,hhsize_2,owned_outright
1524743626,urban,hhsize_3,owned_mortgage
1524750426,urban,hhsize_2,private_rented
1524832026,urban,hhsize_2,owned_mortgage
1524845626,rural,hhsize_2,owned_mortgage
1524859226,urban,hhsize_4,owned_mortgage
1524900026,rural,hhsize_1,owned_mortgage
1524954426,rural,hhsize_2,owned_outright
1524961226,rural,hhsize_2,owned_outright
1525008826,urban,hhsize_2,owned_outright
1525015626,urban,hhsize_4,private_rented
1525036026,urban,hhsize_1,private_rented
1525083626,rural,hhsize_4,owned_mortgage
1525104026,urban,hhsize_5,social_rented
1525117626,urban,hhsize_2,private_rented
1525226426,rural,hhsize_3,private_rented
1525913226,urban,hhsize_4,owned_mortgage
1525981226,urban,hhsize_2,owned_outright
1526974026,urban,hhsize_2,owned_outright
1527212026,urban,hhsize_2,owned_mortgage
1527633626,rural,hhsize_3,owned_outright
1528361226,urban,hhsize_2,owned_outright
1530292426,urban,hhsize_4,private_rented
1530877226,rural,hhsize_4,owned_outright
1532393626,urban,hhsize_1,owned_outright
1532692826,rural,hhsize_1,owned_outright
1564006826,urban,hhsize_2,owned_mortgage
1564013626,urban,hhsize_4,social_rented
1564020426,urban,hhsize_5,owned_mortgage
1564027226,urban,hhsize_1,owned_mortgage
1564054426,urban,hhsize_1,owned_mortgage
1564061226,urban,hhsize_2,owned_mortgage
1564068026,urban,hhsize_3,owned_mortgage
1564074826,urban,hhsize_2,owned_outright
1564081626,urban,hhsize_1,owned_outright
1564088426,urban,hhsize_3,owned_outright
1564095226,urban,hhsize_2,owned_mortgage
1564102026,urban,hhsize_2,owned_outright
1564108826,urban,hhsize_1,owned_outright
1564115626,rural,hhsize_2,owned_outright
1564129226,urban,hhsize_1,owned_outright
1564142826,urban,hhsize_2,owned_mortgage
1564149626,urban,hhsize_2,owned_outright
1564156426,urban,hhsize_7,owned_mortgage
1564163226,urban,hhsize_2,owned_outright
1564170026,urban,hhsize_5,owned_outright
1564176826,urban,hhsize_1,owned_outright
1564190426,urban,hhsize_1,social_rented
1564204026,urban,hhsize_1,social_rented
1564210826,urban,hhsize_2,owned_outright
1564217626,urban,hhsize_2,owned_mortgage
1564224426,urban,hhsize_3,owned_mortgage
1564231226,urban,hhsize_1,owned_mortgage
1564238026,urban,hhsize_3,social_rented
1564251626,urban,hhsize_1,owned_mortgage
1564265226,urban,hhsize_1,owned_outright
1564272026,urban,hhsize_4,social_rented
1564278826,urban,hhsize_3,social_rented
1564285626,urban,hhsize_2,owned_mortgage
1564312826,urban,hhsize_4,owned_mortgage
1564319626,urban,hhsize_1,owned_outright
1564333226,urban,hhsize_2,owned_outright
1564340026,urban,hhsize_2,owned_outright
1564346826,urban,hhsize_4,owned_mortgage
1564353626,urban,hhsize_1,owned_mortgage
1564360426,urban,hhsize_2,owned_outright
1564380826,urban,hhsize_2,owned_mortgage
1564394426,urban,hhsize_3,social_rented
1564408026,urban,hhsize_4,owned_mortgage
1564414826,urban,hhsize_1,private_rented
1564428426,urban,hhsize_3,owned_mortgage
1564435226,urban,hhsize_1,owned_mortgage
1564442026,urban,hhsize_4,owned_mortgage
1564448826,urban,hhsize_4,owned_outright
1564455626,urban,hhsize_2,owned_outright
1564462426,urban,hhsize_4,owned_mortgage
1564469226,rural,hhsize_2,owned_mortgage
1564476026,urban,hhsize_1,owned_mortgage
1564482826,urban,hhsize_1,social_rented
1564489626,urban,hhsize_3,owned_mortgage
1564503226,rural,hhsize_1,owned_outright
1564510026,urban,hhsize_2,owned_mortgage
1564516826,urban,hhsize_2,owned_mortgage
1564523626,urban,hhsize_2,owned_outright
1564530426,urban,hhsize_3,owned_outright
1564564426,urban,hhsize_5,private_rented
1564571226,urban,hhsize_6,owned_mortgage
1564578026,urban,hhsize_4,owned_mortgage
1564584826,urban,hhsize_1,owned_outright
1564612026,urban,hhsize_1,owned_outright
1564618826,urban,hhsize_3,private_rented
1564632426,urban,hhsize_1,owned_outright
1564639226,urban,hhsize_4,owned_outright
1564646026,urban,hhsize_1,owned_outright
1564652826,urban,hhsize_1,owned_outright
1564659626,urban,hhsize_1,social_rented
1564673226,urban,hhsize_3,owned_mortgage
1564700426,urban,hhsize_4,owned_outright
1564707226,urban,hhsize_2,owned_outright
1564714026,rural,hhsize_2,owned_mortgage
1564720826,urban,hhsize_1,owned_outright
1564727626,urban,hhsize_2,owned_mortgage
1564741226,rural,hhsize_3,social_rented
1564754826,rural,hhsize_1,owned_mortgage
1564761626,rural,hhsize_2,owned_outright
1564768426,urban,hhsize_2,owned_outright
1564775226,urban,hhsize_2,owned_mortgage
1564788826,urban,hhsize_1,owned_mortgage
1564802426,urban,hhsize_3,social_rented
1564816026,urban,hhsize_2,owned_outright
1564822826,rural,hhsize_1,owned_mortgage
1564829626,urban,hhsize_3,owned_outright
1564850026,rural,hhsize_3,owned_mortgage
1564856826,urban,hhsize_5,owned_mortgage
1564863626,urban,hhsize_3,owned_mortgage
1564870426,urban,hhsize_1,owned_mortgage
1564877226,urban,hhsize_3,social_rented
1564890826,urban,hhsize_2,owned_mortgage
1564897626,urban,hhsize_2,owned_mortgage
1564904426,urban,hhsize_1,owned_outright
1564911226,urban,hhsize_2,owned_mortgage
1564918026,urban,hhsize_2,owned_mortgage
1564938426,urban,hhsize_1,social_rented
1564945226,urban,hhsize_2,owned_mortgage
1564958826,urban,hhsize_3,private_rented
1564972426,urban,hhsize_4,owned_outright
1564979226,urban,hhsize_2,owned_mortgage
1564992826,urban,hhsize_1,owned_outright
1564999626,urban,hhsize_4,owned_mortgage
1565020026,rural,hhsize_2,owned_mortgage
1565026826,urban,hhsize_4,owned_mortgage
1565033626,urban,hhsize_3,owned_mortgage
1565040426,urban,hhsize_2,owned_outright
1565047226,rural,hhsize_2,owned_mortgage
1565054026,rural,hhsize_1,owned_outright
1565067626,urban,hhsize_1,private_rented
1565074426,urban,hhsize_1,owned_outright
1565081226,rural,hhsize_1,owned_outright
1565108426,urban,hhsize_2,owned_outright
1565115226,urban,hhsize_2,owned_mortgage
1565122026,urban,hhsize_4,owned_mortgage
1565142426,rural,hhsize_1,social_rented
1565149226,rural,hhsize_3,owned_outright
1565156026,rural,hhsize_2,owned_outright
1565162826,rural,hhsize_2,owned_mortgage
1565169626,urban,hhsize_2,owned_mortgage
1565190026,urban,hhsize_1,social_rented
1565196826,urban,hhsize_2,owned_outright
1565210426,urban,hhsize_2,owned_mortgage
1565217226,urban,hhsize_2,owned_mortgage
1565224026,urban,hhsize_2,owned_mortgage
1565230826,urban,hhsize_1,owned_outright
1565237626,urban,hhsize_1,owned_outright
1565244426,urban,hhsize_3,owned_mortgage
1565258026,urban,hhsize_1,social_rented
1565271626,urban,hhsize_2,owned_outright
1565278426,urban,hhsize_2,owned_mortgage
1565285226,urban,hhsize_6,owned_outright
1565292026,urban,hhsize_3,owned_outright
1565298826,urban,hhsize_6,owned_mortgage
1565305626,urban,hhsize_4,private_rented
1565312426,urban,hhsize_2,owned_outright
1565319226,urban,hhsize_3,owned_outright
1565326026,urban,hhsize_1,owned_outright
1565332826,urban,hhsize_1,social_rented
1565339626,urban,hhsize_3,social_rented
1565346426,urban,hhsize_1,owned_outright
1565353226,rural,hhsize_5,owned_outright
1565360026,rural,hhsize_2,owned_mortgage
1565373626,urban,hhsize_2,social_rented
1565380426,urban,hhsize_5,owned_mortgage
1565394026,urban,hhsize_2,owned_mortgage
1565400826,urban,hhsize_2,private_rented
1565407626,urban,hhsize_1,owned_mortgage
1565414426,urban,hhsize_1,owned_outright
1565428026,urban,hhsize_1,owned_mortgage
1565448426,urban,hhsize_1,social_rented
1565455226,urban,hhsize_2,owned_outright
1565462026,rural,hhsize_2,owned_outright
1565468826,rural,hhsize_2,owned_mortgage
1565475626,urban,hhsize_2,owned_outright
1565489226,rural,hhsize_3,owned_mortgage
1565496026,urban,hhsize_2,owned_mortgage
1565502826,urban,hhsize_4,owned_mortgage
1565509626,urban,hhsize_1,owned_outright
1565516426,urban,hhsize_2,owned_outright
1565523226,urban,hhsize_1,social_rented
1565530026,urban,hhsize_1,owned_outright
1565543626,urban,hhsize_2,owned_outright
1565564026,urban,hhsize_1,owned_outright
1565570826,urban,hhsize_3,owned_mortgage
1565577626,urban,hhsize_3,private_rented
1565584426,urban,hhsize_2,owned_outright
1565604826,urban,hhsize_2,owned_outright
1565618426,rural,hhsize_4,private_rented
1565625226,urban,hhsize_4,private_rented
1565632026,urban,hhsize_2,private_rented
1565638826,urban,hhsize_5,owned_outright
1565645626,rural,hhsize_2,owned_outright
1565659226,rural,hhsize_1,owned_outright
1565666026,urban,hhsize_2,owned_outright
1565679626,urban,hhsize_5,owned_mortgage
1565700026,urban,hhsize_3,owned_mortgage
1565713626,urban,hhsize_2,social_rented
1565740826,rural,hhsize_1,social_rented
1565761226,rural,hhsize_4,owned_mortgage
1565781626,rural,hhsize_4,owned_mortgage
1565788426,rural,hhsize_1,owned_outright
1565802026,rural,hhsize_6,owned_mortgage
1565808826,urban,hhsize_3,social_rented
1565842826,urban,hhsize_4,owned_mortgage
1565849626,urban,hhsize_2,owned_mortgage
1565856426,urban,hhsize_3,owned_outright
1565863226,urban,hhsize_3,owned_mortgage
1565897226,urban,hhsize_4,social_rented
1565910826,rural,hhsize_3,social_rented
1565924426,rural,hhsize_3,owned_outright
1565931226,rural,hhsize_2,owned_outright
1565944826,rural,hhsize_1,owned_outright
1565951626,urban,hhsize_2,owned_mortgage
1565958426,rural,hhsize_2,social_rented
1565965226,rural,hhsize_2,owned_mortgage
1565972026,urban,hhsize_6,social_rented
1565985626,urban,hhsize_1,social_rented
1565992426,rural,hhsize_1,private_rented
1565999226,urban,hhsize_1,owned_outright
1566019626,rural,hhsize_4,owned_mortgage
1566033226,urban,hhsize_1,owned_outright
1566040026,urban,hhsize_1,owned_outright
1566053626,urban,hhsize_3,private_rented
1566060426,urban,hhsize_3,social_rented
1566074026,urban,hhsize_2,owned_mortgage
1566094426,rural,hhsize_3,private_rented
1566101226,urban,hhsize_4,owned_outright
1566108026,urban,hhsize_3,owned_mortgage
1566114826,urban,hhsize_1,private_rented
1566121626,rural,hhsize_2,owned_outright
1566128426,urban,hhsize_5,owned_mortgage
1566148826,urban,hhsize_2,owned_outright
1566155626,rural,hhsize_4,owned_mortgage
1566169226,urban,hhsize_1,owned_mortgage
1566182826,urban,hhsize_1,owned_mortgage
1566189626,urban,hhsize_2,owned_mortgage
1566196426,rural,hhsize_1,owned_outright
1566203226,rural,hhsize_1,owned_outright
1566210026,rural,hhsize_2,owned_outright
1566216826,rural,hhsize_3,owned_outright
1566223626,rural,hhsize_1,owned_outright
1566250826,rural,hhsize_3,owned_outright
1566257626,rural,hhsize_2,owned_outright
1566264426,urban,hhsize_4,owned_mortgage
1566278026,rural,hhsize_1,owned_mortgage
1566284826,rural,hhsize_4,owned_mortgage
1566312026,urban,hhsize_4,owned_mortgage
1566318826,urban,hhsize_1,social_rented
1566325626,urban,hhsize_4,owned_outright
1566332426,urban,hhsize_2,owned_outright
1566346026,urban,hhsize_2,owned_mortgage
1566352826,urban,hhsize_3,owned_outright
1566366426,urban,hhsize_3,social_rented
1566380026,urban,hhsize_1,social_rented
1566386826,urban,hhsize_4,private_rented
1566393626,urban,hhsize_4,social_rented
1566400426,urban,hhsize_2,owned_outright
1566420826,rural,hhsize_2,owned_mortgage
1566427626,rural,hhsize_3,private_rented
1566434426,urban,hhsize_2,social_rented
1566448026,urban,hhsize_4,owned_mortgage
1566454826,urban,hhsize_3,owned_mortgage
1566468426,urban,hhsize_3,owned_mortgage
1566475226,urban,hhsize_1,social_rented
1566482026,urban,hhsize_1,social_rented
1566488826,urban,hhsize_2,private_rented
1566495626,urban,hhsize_4,private_rented
1566502426,urban,hhsize_2,owned_mortgage
1566509226,urban,hhsize_2,owned_mortgage
1566522826,urban,hhsize_1,owned_outright
1566529626,urban,hhsize_2,owned_outright
1566536426,urban,hhsize_1,owned_outright
1566550026,urban,hhsize_5,owned_mortgage
1566563626,urban,hhsize_1,owned_outright
1566590826,urban,hhsize_5,owned_mortgage
1566597626,urban,hhsize_2,owned_outright
1566604426,urban,hhsize_3,owned_outright
1566624826,urban,hhsize_3,social_rented
1566631626,urban,hhsize_4,owned_outright
1566652026,urban,hhsize_2,owned_outright
1566658826,rural,hhsize_3,owned_mortgage
1566665626,urban,hhsize_3,private_rented
1566672426,urban,hhsize_2,owned_outright
1566673106,urban,hhsize_2,owned_mortgage
1566686026,urban,hhsize_1,social_rented
1566692826,urban,hhsize_2,owned_mortgage
1566700306,urban,hhsize_1,social_rented
1566706426,urban,hhsize_2,owned_outright
1566713226,urban,hhsize_2,owned_outright
1566720026,urban,hhsize_2,owned_outright
1566726826,urban,hhsize_2,owned_mortgage
1566733626,urban,hhsize_4,owned_mortgage
1566740426,urban,hhsize_3,owned_mortgage
1566747226,urban,hhsize_4,owned_mortgage
1566754026,urban,hhsize_2,owned_outright
1566760826,urban,hhsize_4,owned_mortgage
1566781226,urban,hhsize_3,private_rented
1566788026,urban,hhsize_4,owned_mortgage
1566794826,urban,hhsize_4,owned_mortgage
1566808426,urban,hhsize_1,owned_mortgage
1566815226,urban,hhsize_4,owned_mortgage
1566822026,urban,hhsize_3,owned_mortgage
1566822706,urban,hhsize_2,owned_mortgage
1566835626,urban,hhsize_2,owned_outright
1566856026,urban,hhsize_2,owned_outright
1566862826,urban,hhsize_2,owned_outright
1566883226,urban,hhsize_1,owned_outright
1566910426,urban,hhsize_4,owned_mortgage
1566917226,urban,hhsize_4,owned_mortgage
1566930826,urban,hhsize_1,owned_outright
1566937626,urban,hhsize_1,social_rented
1566944426,urban,hhsize_4,owned_outright
1566951226,urban,hhsize_1,private_rented
1566958026,urban,hhsize_2,private_rented
1566971626,urban,hhsize_4,owned_mortgage
1566978426,urban,hhsize_3,owned_mortgage
1566985226,urban,hhsize_2,owned_mortgage
1566992026,urban,hhsize_1,private_rented
1566998826,urban,hhsize_4,owned_outright
1567005626,urban,hhsize_1,owned_outright
1567019226,rural,hhsize_2,owned_mortgage
1567026026,urban,hhsize_1,private_rented
1567039626,rural,hhsize_1,owned_mortgage
1567046426,rural,hhsize_4,owned_mortgage
1567053226,rural,hhsize_5,owned_mortgage
1567060026,rural,hhsize_1,owned_outright
1567073626,urban,hhsize_1,owned_outright
1567080426,urban,hhsize_4,owned_mortgage
1567087226,rural,hhsize_4,social_rented
1567107626,rural,hhsize_2,owned_outright
1567114426,urban,hhsize_2,owned_outright
1567121226,urban,hhsize_2,owned_outright
1567128026,urban,hhsize_2,owned_outright
1567134826,urban,hhsize_1,owned_mortgage
1567141626,urban,hhsize_4,owned_mortgage
1567148426,urban,hhsize_5,owned_mortgage
1567155226,urban,hhsize_1,owned_outright
1567168826,rural,hhsize_2,owned_outright
1567175626,urban,hhsize_3,owned_outright
1567182426,rural,hhsize_2,owned_outright
1567196026,urban,hhsize_1,owned_outright
1567216426,urban,hhsize_4,owned_mortgage
1567223226,urban,hhsize_2,owned_mortgage
1567230026,urban,hhsize_3,owned_outright
1567236826,urban,hhsize_5,owned_outright
1567243626,rural,hhsize_3,owned_mortgage
1567250426,rural,hhsize_4,owned_outright
1567257226,rural,hhsize_2,owned_mortgage
1567264026,urban,hhsize_1,owned_outright
1567270826,urban,hhsize_2,owned_outright
1567277626,urban,hhsize_2,owned_outright
1567298026,urban,hhsize_2,owned_outright
1567311626,urban,hhsize_2,owned_outright
1567325226,urban,hhsize_2,owned_outright
1567338826,urban,hhsize_1,private_rented
1567352426,rural,hhsize_1,owned_outright
1567359226,urban,hhsize_1,owned_mortgage
1567366026,urban,hhsize_1,owned_outright
1567372826,rural,hhsize_2,owned_outright
1567379626,urban,hhsize_1,owned_outright
1567386426,urban,hhsize_4,owned_mortgage
1567393226,urban,hhsize_2,owned_mortgage
1567413626,urban,hhsize_2,owned_mortgage
1567427226,urban,hhsize_2,owned_outright
1567434026,urban,hhsize_2,owned_outright
1567447626,urban,hhsize_1,owned_outright
1567454426,urban,hhsize_4,owned_mortgage
1567461226,urban,hhsize_5,owned_mortgage
1567468026,urban,hhsize_2,private_rented
1567481626,urban,hhsize_1,social_rented
1567488426,rural,hhsize_4,owned_mortgage
1567495226,urban,hhsize_2,owned_mortgage
1567508826,rural,hhsize_2,owned_outright
1567522426,urban,hhsize_1,owned_outright
1567529226,rural,hhsize_4,owned_mortgage
1567542826,urban,hhsize_1,private_rented
1567549626,urban,hhsize_2,owned_outright
1567570026,urban,hhsize_1,social_rented
1567576826,urban,hhsize_2,owned_mortgage
1567590426,rural,hhsize_1,private_rented
1567597226,urban,hhsize_4,owned_mortgage
1567610826,rural,hhsize_2,owned_outright
1567617626,rural,hhsize_1,social_rented
1567624426,rural,hhsize_2,owned_outright
1567638026,rural,hhsize_1,owned_outright
1567644826,rural,hhsize_1,owned_mortgage
1567651626,rural,hhsize_2,owned_mortgage
1567678826,rural,hhsize_2,owned_mortgage
1567685626,urban,hhsize_3,owned_mortgage
1567699226,urban,hhsize_2,owned_mortgage
1567706026,rural,hhsize_2,owned_mortgage
1567733226,rural,hhsize_2,owned_outright
1567746826,rural,hhsize_1,social_rented
1567753626,rural,hhsize_2,owned_mortgage
1567774026,rural,hhsize_1,owned_outright
1567780826,rural,hhsize_2,owned_outright
1567787626,rural,hhsize_2,owned_outright
1567794426,urban,hhsize_4,owned_mortgage
1567801226,urban,hhsize_2,social_rented
1567808026,rural,hhsize_4,owned_mortgage
1567828426,rural,hhsize_5,owned_mortgage
1567842026,urban,hhsize_2,private_rented
1567848826,urban,hhsize_3,owned_outright
1567855626,urban,hhsize_1,owned_outright
1567862426,urban,hhsize_1,owned_outright
1567869226,urban,hhsize_2,owned_outright
1567896426,urban,hhsize_1,owned_outright
1567930426,urban,hhsize_4,owned_outright
1567944026,urban,hhsize_4,private_rented
1567964426,urban,hhsize_4,owned_mortgage
1567978026,urban,hhsize_1,social_rented
1567998426,urban,hhsize_8,private_rented
1568012026,urban,hhsize_4,owned_mortgage
1568018826,urban,hhsize_1,owned_outright
1568025626,urban,hhsize_3,owned_mortgage
1568046026,urban,hhsize_3,social_rented
1568059626,urban,hhsize_4,owned_mortgage
1568066426,urban,hhsize_3,owned_mortgage
1568073226,urban,hhsize_2,owned_outright
1568100426,urban,hhsize_1,social_rented
1568107226,urban,hhsize_1,social_rented
1568114026,urban,hhsize_2,social_rented
1568120826,urban,hhsize_4,private_rented
1568141226,urban,hhsize_2,owned_mortgage
1568161626,urban,hhsize_2,owned_mortgage
1568168426,urban,hhsize_3,owned_mortgage
1568195626,urban,hhsize_7,owned_mortgage
1568202426,urban,hhsize_5,social_rented
1568209226,urban,hhsize_1,owned_mortgage
1568216026,urban,hhsize_4,owned_mortgage
1568222826,urban,hhsize_6,owned_mortgage
1568236426,urban,hhsize_4,owned_mortgage
1568256826,urban,hhsize_8,owned_mortgage
1568263626,urban,hhsize_3,owned_mortgage
1568270426,urban,hhsize_3,owned_mortgage
1568290826,urban,hhsize_8,owned_outright
1568297626,urban,hhsize_2,owned_mortgage
1568311226,urban,hhsize_2,owned_mortgage
1568325506,urban,hhsize_2,private_rented
1568345226,urban,hhsize_2,owned_mortgage
1568352026,urban,hhsize_1,social_rented
1568358826,urban,hhsize_5,social_rented
1568365626,urban,hhsize_1,owned_mortgage
1568386026,urban,hhsize_3,social_rented
1568399626,urban,hhsize_2,social_rented
1568406426,urban,hhsize_1,private_rented
1568413226,urban,hhsize_2,owned_outright
1568420026,urban,hhsize_4,social_rented
1568426826,urban,hhsize_2,private_rented
1568440426,urban,hhsize_2,owned_mortgage
1568447226,urban,hhsize_4,private_rented
1568454026,urban,hhsize_2,owned_outright
1568467626,urban,hhsize_1,owned_outright
1568481226,urban,hhsize_1,owned_mortgage
1568488026,urban,hhsize_3,owned_mortgage
1568494826,urban,hhsize_2,social_rented
1568501626,urban,hhsize_4,owned_mortgage
1568535626,urban,hhsize_1,owned_outright
1568542426,urban,hhsize_4,private_rented
1568556026,urban,hhsize_5,owned_mortgage
1568590026,urban,hhsize_4,private_rented
1568596826,urban,hhsize_6,social_rented
1568610426,urban,hhsize_4,owned_mortgage
1568637626,urban,hhsize_3,private_rented
1568644426,urban,hhsize_3,social_rented
1568651226,urban,hhsize_1,owned_mortgage
1568664826,urban,hhsize_2,owned_mortgage
1568685226,urban,hhsize_2,private_rented
1568705626,urban,hhsize_1,private_rented
1568712426,urban,hhsize_1,owned_outright
1568719226,urban,hhsize_6,owned_mortgage
1568726026,urban,hhsize_5,social_rented
1568732826,urban,hhsize_4,owned_mortgage
1568746426,urban,hhsize_1,owned_mortgage
1568753226,urban,hhsize_6,owned_mortgage
1568766826,urban,hhsize_5,owned_mortgage
1568773626,urban,hhsize_8,owned_mortgage
1568780426,urban,hhsize_5,social_rented
1568787226,urban,hhsize_2,owned_mortgage
1568828026,urban,hhsize_4,owned_mortgage
1568841626,urban,hhsize_3,owned_outright
1568855226,urban,hhsize_3,owned_mortgage
1568862026,urban,hhsize_5,private_rented
1568868826,urban,hhsize_3,private_rented
1568882426,urban,hhsize_4,owned_mortgage
1568889226,urban,hhsize_4,owned_outright
1568896026,urban,hhsize_3,owned_mortgage
1568909626,urban,hhsize_4,social_rented
1568923226,urban,hhsize_1,owned_outright
1568936826,urban,hhsize_6,social_rented
1568943626,urban,hhsize_1,social_rented
1568950426,urban,hhsize_5,owned_outright
1568957226,urban,hhsize_6,owned_mortgage
1568964026,urban,hhsize_3,owned_outright
1568970826,urban,hhsize_4,private_rented
1568977626,urban,hhsize_4,social_rented
1568984426,urban,hhsize_4,owned_mortgage
1568991226,urban,hhsize_1,owned_outright
1569004826,urban,hhsize_4,owned_mortgage
1569018426,urban,hhsize_4,owned_mortgage
1569045626,urban,hhsize_4,owned_outright
1569052426,urban,hhsize_3,owned_mortgage
1569059226,urban,hhsize_3,owned_mortgage
1569072826,urban,hhsize_5,owned_mortgage
1569079626,urban,hhsize_2,owned_outright
1569106826,urban,hhsize_4,owned_mortgage
1569113626,urban,hhsize_2,social_rented
1569140826,urban,hhsize_5,owned_mortgage
1569147626,urban,hhsize_2,owned_outright
1569154426,urban,hhsize_4,owned_mortgage
1569168026,urban,hhsize_1,private_rented
1569182306,urban,hhsize_1,private_rented
1569188426,urban,hhsize_3,private_rented
1569208826,urban,hhsize_7,owned_outright
1569215626,urban,hhsize_5,social_rented
1569222426,urban,hhsize_5,owned_mortgage
1569242826,urban,hhsize_1,owned_mortgage
1569263226,urban,hhsize_6,owned_mortgage
1569270026,urban,hhsize_6,private_rented
1569283626,urban,hhsize_1,owned_mortgage
1569290426,urban,hhsize_6,social_rented
1569304026,urban,hhsize_4,owned_mortgage
1569351626,urban,hhsize_2,owned_outright
1569378826,urban,hhsize_4,owned_mortgage
1569385626,urban,hhsize_4,owned_mortgage
1569392426,urban,hhsize_4,private_rented
1569399226,urban,hhsize_1,private_rented
1569412826,urban,hhsize_4,owned_mortgage
1569419626,urban,hhsize_2,private_rented
1569426426,urban,hhsize_4,owned_mortgage
1569487626,urban,hhsize_3,owned_mortgage
1569501226,urban,hhsize_2,owned_mortgage
1569514826,urban,hhsize_2,owned_outright
1569521626,urban,hhsize_2,owned_outright
1569528426,urban,hhsize_1,owned_outright
1569548826,urban,hhsize_2,owned_outright
1569562426,urban,hhsize_2,owned_mortgage
1569576026,urban,hhsize_1,owned_mortgage
1569582826,urban,hhsize_1,private_rented
1585780426,urban,hhsize_5,owned_mortgage
1585800826,urban,hhsize_2,owned_mortgage
1585807626,urban,hhsize_2,social_rented
1585814426,rural,hhsize_2,owned_outright
1585828026,urban,hhsize_1,private_rented
1585855226,rural,hhsize_1,owned_outright
1585896026,urban,hhsize_5,owned_mortgage
1585902826,urban,hhsize_2,owned_outright
1585916426,urban,hhsize_2,owned_outright
1585950426,urban,hhsize_2,owned_outright
1586018426,urban,hhsize_3,owned_mortgage
1586045626,rural,hhsize_2,owned_mortgage
1586059226,rural,hhsize_3,social_rented
1586100026,urban,hhsize_1,private_rented
1586147626,urban,hhsize_3,social_rented
1586222426,urban,hhsize_1,owned_outright
1586242826,urban,hhsize_1,owned_outright
1586310826,urban,hhsize_3,owned_outright
1586338026,urban,hhsize_2,owned_mortgage
1586344826,urban,hhsize_5,private_rented
1586372026,urban,hhsize_2,social_rented
1586378826,urban,hhsize_2,owned_outright
1586399226,urban,hhsize_1,owned_outright
1586528426,urban,hhsize_3,social_rented
1586569226,rural,hhsize_2,owned_outright
1586582826,rural,hhsize_2,owned_outright
1586610026,urban,hhsize_2,owned_outright
1586616826,urban,hhsize_4,owned_mortgage
1586657626,rural,hhsize_2,owned_outright
1586671226,urban,hhsize_4,owned_mortgage
1586752826,urban,hhsize_3,owned_mortgage
1586773226,urban,hhsize_3,social_rented
1586780026,urban,hhsize_1,owned_mortgage
1586800426,urban,hhsize_2,owned_mortgage
1586807226,rural,hhsize_2,owned_mortgage
1586841226,urban,hhsize_1,owned_mortgage
1586882026,urban,hhsize_1,social_rented
1586888826,urban,hhsize_3,owned_mortgage
1586902426,urban,hhsize_4,owned_outright
1586922826,urban,hhsize_2,owned_outright
1586929626,urban,hhsize_2,private_rented
1586956826,urban,hhsize_2,owned_outright
1586970426,urban,hhsize_3,owned_mortgage
1586997626,rural,hhsize_3,social_rented
1587011226,urban,hhsize_1,social_rented
1587052026,urban,hhsize_3,private_rented
1587072426,urban,hhsize_3,owned_mortgage
1587099626,urban,hhsize_1,owned_outright
1587133626,rural,hhsize_1,owned_outright
1587181226,urban,hhsize_2,owned_mortgage
1587242426,urban,hhsize_4,owned_mortgage
1587249226,urban,hhsize_1,owned_outright
1587256026,urban,hhsize_2,owned_outright
1587269626,urban,hhsize_2,owned_mortgage
1587344426,urban,hhsize_2,private_rented
1587351226,urban,hhsize_1,social_rented
1587378426,urban,hhsize_3,social_rented
1587385226,urban,hhsize_1,owned_mortgage
1587392026,urban,hhsize_2,owned_mortgage
1587405626,urban,hhsize_3,social_rented
1587412426,urban,hhsize_2,owned_mortgage
1587432826,urban,hhsize_1,owned_outright
1587487226,urban,hhsize_1,owned_mortgage
1587507626,urban,hhsize_2,owned_outright
1587521226,urban,hhsize_3,owned_mortgage
1587528026,rural,hhsize_4,owned_mortgage
1587562026,urban,hhsize_2,owned_outright
1587609626,urban,hhsize_1,owned_mortgage
1587616426,urban,hhsize_2,social_rented
1587636826,urban,hhsize_4,owned_mortgage
1587643626,urban,hhsize_1,social_rented
1587664026,urban,hhsize_1,owned_outright
1587677626,rural,hhsize_2,owned_outright
1587691226,urban,hhsize_2,owned_outright
1587711626,urban,hhsize_1,social_rented
1587718426,urban,hhsize_2,owned_outright
1587725226,urban,hhsize_3,owned_mortgage
1587732026,urban,hhsize_1,owned_outright
1587779626,urban,hhsize_4,owned_outright
1587793226,urban,hhsize_2,owned_mortgage
1587806826,urban,hhsize_1,social_rented
1587813626,urban,hhsize_4,owned_mortgage
1587847626,rural,hhsize_3,social_rented
1587868026,urban,hhsize_5,owned_mortgage
1587874826,urban,hhsize_3,owned_mortgage
1587881626,rural,hhsize_4,social_rented
