areacode,hhsize_1,hhsize_2,hhsize_3,hhsize_4,hhsize_5,hhsize_6,hhsize_7,hhsize_8
S00172482,24,17,3,8,0,0,1,0
S00172483,28,15,7,0,3,0,0,0
S00172484,22,15,5,4,1,0,1,0
S00172485,12,13,7,3,3,0,0,1
S00172486,18,8,3,6,0,0,0,1
S00172487,20,15,10,3,1,0,0,0
S00172488,11,14,5,5,1,2,0,0
S00172489,9,4,5,9,1,2,0,0
S00172490,21,28,15,11,3,0,1,1
S00172491,11,30,20,16,3,1,1,0
S00172492,21,5,4,4,2,1,0,0
S00172493,16,13,5,6,2,0,1,0
S00172494,15,24,10,6,2,0,0,0
S00172495,17,23,4,3,2,0,0,1
S00172496,9,20,25,19,10,0,0,0
S00172497,29,19,11,1,1,0,0,3
S00172498,1,18,20,16,4,2,1,3
S00172499,12,20,8,1,1,0,1,1
S00172500,24,14,1,1,0,0,1,0
S00172501,15,16,2,3,0,0,0,0
S00172502,14,27,9,2,2,0,0,1
S00172503,9,15,5,1,1,0,1,0
S00172504,36,10,4,2,1,0,0,0
S00172505,22,11,4,2,0,1,0,0
S00172506,28,22,18,8,1,0,1,0
S00172507,15,16,9,1,0,0,0,0
S00172508,15,21,4,5,2,0,3,0
S00172509,29,24,5,4,0,0,0,2
S00172510,9,20,6,12,3,0,0,0
S00172511,12,20,6,4,2,0,0,0
S00172512,15,8,5,4,3,0,0,0
S00172513,31,18,12,4,4,1,0,0
S00172514,2,13,15,14,3,1,0,0
S00172515,15,14,11,10,6,1,0,2
S00172516,3,27,10,6,4,2,0,0
S00172517,15,11,5,4,1,1,0,1
S00172518,17,28,5,10,3,0,0,0
S00172519,7,23,10,3,1,0,1,0
S00172520,41,18,13,4,0,0,0,0
S00172521,29,7,3,1,2,1,0,0
S00172522,16,15,5,8,1,0,0,0
S00172523,32,27,4,5,2,0,1,0
S00172524,23,18,9,7,1,1,1,1
S00172525,12,20,6,3,0,1,0,2
S00172526,11,14,9,9,3,1,0,0
S00172527,25,11,8,4,0,0,0,0
S00172528,14,19,7,5,0,0,0,0
S00172529,13,8,3,7,3,0,0,0
S00172530,8,5,6,9,0,3,0,1
S00172531,3,10,5,8,0,0,0,0
S00172532,7,10,7,2,2,0,0,0
S00172533,24,23,1,4,1,1,1,0
S00172534,21,28,9,9,0,0,0,0
S00172535,13,9,7,8,1,0,0,0
S00172536,36,10,9,1,0,0,2,1
S00172537,11,17,11,3,2,1,0,0
S00172538,12,15,3,4,0,4,1,0
S00172539,22,7,6,8,7,0,1,0
S00172540,14,8,3,2,2,1,0,1
S00172541,19,15,6,7,1,0,0,0
S00172542,16,19,9,3,0,0,1,2
S00172543,28,18,19,5,0,1,0,0
S00172544,13,13,4,4,0,0,2,0
S00172545,22,11,5,4,3,0,0,1
S00172546,13,20,4,3,1,0,0,0
S00172547,3,12,6,14,3,1,0,1
S00172548,38,23,5,5,1,1,0,0
S00172549,17,17,5,5,0,1,0,0
S00172550,33,25,11,2,2,0,0,0
S00172551,20,14,9,6,2,0,0,0
S00172552,27,13,11,5,0,0,0,0
S00172553,5,25,9,11,5,1,0,0
S00172554,12,12,7,4,2,0,3,0
S00172555,12,22,8,3,0,1,0,0
S00172556,11,15,8,5,0,0,0,0
S00172557,14,27,12,5,0,1,0,0
S00172558,16,15,4,2,1,0,0,0
S00172559,10,31,12,7,4,1,0,0
S00172560,25,23,10,1,0,0,0,1
S00172561,11,29,6,10,4,0,1,1
S00172562,8,31,15,13,2,0,0,0
S00172563,6,18,7,7,2,0,0,0
S00172564,16,25,10,11,5,0,1,0
S00172565,4,16,8,18,4,0,0,0
S00172566,5,15,19,5,2,1,0,0
S00172567,34,11,5,1,1,1,0,0
S00172568,19,26,7,12,2,0,0,0
S00172569,22,33,3,8,1,1,0,0
S00172570,24,20,9,2,4,0,1,1
S00172571,10,23,7,10,4,0,0,0
S00172572,23,13,6,2,0,1,1,0
S00172573,27,9,6,13,1,2,1,0
S00172574,21,29,6,4,1,0,0,0
S00172575,5,21,3,8,2,0,2,0
S00172576,6,18,5,6,1,0,0,1
S00172577,16,19,11,7,3,0,0,0
S00172578,18,21,4,7,4,0,0,1
S00172579,3,31,18,15,6,1,0,1
S00172580,33,23,6,9,2,1,0,0
S00172581,16,17,14,3,1,0,1,1
S00172582,12,36,10,9,0,2,0,1
S00172583,3,13,6,9,2,1,0,0
S00172584,57,8,5,2,0,0,0,0
S00172585,53,22,3,0,0,1,0,0
S00172586,12,19,5,3,2,1,0,1
S00172587,34,24,6,1,0,0,0,1
S00172588,22,19,5,4,0,0,0,0
S00172589,3,16,8,15,3,0,0,0
S00172590,19,22,14,8,3,1,0,0
S00172591,23,12,0,3,2,0,0,0
S00172592,12,11,16,7,1,0,0,0
S00172593,11,10,7,9,2,2,0,1
S00172594,15,15,9,6,0,0,0,0
S00172595,12,17,17,13,5,2,0,2
S00172596,26,10,4,0,1,1,0,1
S00172597,28,29,9,3,6,0,0,0
S00172598,17,9,6,1,2,0,1,0
S00172599,14,19,2,5,1,0,0,0
S00172600,14,9,16,7,0,0,1,1
S00172601,24,12,12,4,0,1,1,0
S00172602,22,13,8,4,0,0,1,1
S00172603,32,35,7,4,0,0,0,0
S00172604,21,15,9,4,3,1,2,0
S00172605,5,25,6,12,3,0,0,0
S00172606,8,24,25,14,6,2,0,0
S00172607,27,8,6,3,1,0,0,0
S00172608,37,17,5,0,0,1,0,0
S00172609,12,17,10,5,1,0,0,0
S00172610,19,20,13,4,1,0,0,0
S00172611,23,10,5,2,1,1,0,0
S00172612,25,5,8,4,0,1,0,1
S00172613,23,15,4,4,0,0,0,0
S00172614,12,14,16,4,6,1,1,0
S00172615,35,9,5,4,0,0,0,0
S00172616,21,11,4,1,1,0,1,0
S00172617,18,17,16,5,3,3,1,4
S00172618,12,12,6,4,1,0,0,0
S00172619,12,12,16,13,2,3,1,1
S00172620,27,16,4,1,2,0,0,0
S00172621,21,13,8,8,5,4,0,0
S00172622,17,17,12,8,4,3,0,0
S00172623,27,13,4,8,4,1,0,0
S00172624,11,20,9,12,5,0,0,0
S00172625,14,10,7,7,3,2,2,1
S00172626,23,5,6,3,4,1,0,0
S00172627,21,26,14,11,1,1,0,1
S00172628,14,6,11,1,6,1,2,0
S00172629,11,8,14,1,0,1,0,0
S00172630,6,19,4,9,6,2,0,0
S00172631,4,8,3,4,5,0,2,1
S00172632,17,13,13,7,2,0,0,1
S00172633,42,14,7,7,2,0,0,0
S00172634,20,15,8,4,1,1,1,0
S00172635,17,24,17,14,3,0,0,2
S00172636,42,21,8,2,1,0,0,0
S00172637,28,10,9,5,3,4,0,1
S00172638,41,16,5,0,0,1,1,0
S00172639,13,11,7,8,1,0,0,0
S00172640,15,11,8,4,5,0,0,1
S00172641,8,17,10,10,4,2,1,1
S00172642,28,27,8,7,0,0,0,0
S00172643,13,19,6,12,1,0,0,0
S00172644,8,11,19,11,4,1,0,0
S00172645,20,17,4,0,2,0,1,1
S00172646,14,21,9,8,1,1,0,0
S00172647,6,15,14,13,2,1,0,0
S00172648,3,20,8,12,1,0,0,0
S00172649,53,15,8,4,1,0,1,0
S00172650,29,14,4,2,2,1,1,0
S00172651,15,13,3,4,6,0,0,2
S00172652,28,20,4,3,0,0,0,0
S00172653,16,14,14,3,5,1,0,0
S00172654,30,20,6,2,1,0,0,0
S00172655,33,6,2,0,1,1,0,1
S00172656,51,20,7,3,2,1,0,0
S00172657,25,18,7,4,1,0,0,1
S00172658,23,15,11,3,1,1,0,2
S00172659,38,19,2,0,1,0,1,1
S00172660,25,33,10,4,2,0,0,0
S00172661,14,32,11,6,5,0,2,1
S00172662,27,10,5,0,0,0,0,2
S00172663,18,10,10,3,1,0,0,0
S00172664,16,21,7,5,3,0,0,0
S00172665,11,7,3,3,1,1,0,1
S00172666,38,17,2,5,0,3,1,1
S00172667,22,22,3,3,0,0,0,0
S00172668,6,20,10,12,2,5,0,0
S00172669,22,17,1,1,0,0,1,1
S00172670,14,30,9,13,6,3,1,0
S00172671,15,9,6,5,1,0,0,0
S00172672,12,11,4,4,3,0,0,2
S00172673,14,15,7,5,3,0,0,1
S00172674,16,13,3,8,0,0,0,2
S00172675,14,14,1,3,1,0,0,0
S00172676,35,12,6,3,0,0,0,0
S00172677,19,13,7,1,4,0,0,0
S00172678,7,16,7,7,0,1,0,1
S00172679,22,12,7,1,0,0,0,1
S00172680,13,24,17,9,7,0,0,0
S00172681,23,20,2,4,1,0,0,0
S00172682,39,16,10,4,2,0,0,0
S00172683,15,18,4,2,0,4,1,1
S00172684,16,13,3,3,0,0,0,0
S00172685,9,13,8,2,0,0,0,0
S00172686,15,19,13,10,5,1,1,0
S00172687,32,16,3,1,0,1,1,0
S00172688,32,16,6,4,0,0,2,0
S00172689,25,20,19,1,1,0,0,0
S00172690,13,27,12,11,0,2,0,1
S00172691,14,7,8,4,0,0,1,1
S00172692,7,19,9,14,2,0,0,2
S00172693,12,17,5,5,2,0,1,1
S00172694,27,15,10,3,0,1,1,0
S00172695,7,8,7,4,0,1,2,0
S00172696,54,9,6,4,6,1,0,0
S00172697,7,11,9,11,3,0,0,0
S00172698,29,19,6,12,2,0,0,0
S00172699,33,14,5,1,1,1,0,1
S00172700,13,26,17,13,1,0,1,0
S00172701,18,17,7,4,0,0,0,0
S00172702,12,12,12,6,5,0,1,0
S00172703,11,13,6,4,0,0,1,0
S00172704,20,17,8,5,3,1,0,0
S00172705,20,21,7,8,4,0,1,1
S00172706,22,22,14,5,3,1,0,0
S00172707,26,14,14,6,2,0,0,0
S00172708,17,13,8,6,1,1,0,0
S00172709,22,15,3,5,0,0,0,0
S00172710,37,14,2,4,0,0,1,0
S00172711,37,23,3,4,0,0,0,0
S00172712,13,14,6,12,4,1,0,2
S00172713,3,10,10,5,2,3,0,0
S00172714,10,16,11,11,1,2,0,0
S00172715,36,21,9,7,0,0,0,0
S00172716,37,19,4,0,1,0,0,0
S00172717,14,15,12,5,0,0,0,0
S00172718,12,19,17,23,5,2,1,0
S00172719,14,13,7,4,4,0,0,2
S00172720,7,15,3,15,0,2,0,1
S00172721,36,24,11,4,1,0,2,0
S00172722,30,27,13,4,2,0,1,0
S00172723,5,12,1,7,2,0,0,1
S00172724,31,10,2,2,1,2,0,0
S00172725,9,4,16,9,3,1,1,1
S00172726,20,16,3,4,0,0,1,1
S00172727,16,18,3,6,0,0,1,1
S00172728,21,15,16,14,6,0,0,0
S00172729,8,7,6,7,1,2,1,0
S00172730,19,17,10,10,0,1,0,1
S00172731,34,12,0,2,0,1,0,0
S00172732,37,23,3,0,0,0,1,1
S00172733,4,7,7,5,2,0,1,0
S00172734,29,9,7,5,2,0,0,0
S00172735,38,10,1,3,0,1,0,0
S00172736,33,21,10,3,3,0,0,0
S00172737,34,16,10,4,2,0,0,0
S00172738,20,9,3,1,2,0,1,1
S00172739,50,22,6,1,0,0,0,0
S00172740,35,13,3,0,1,0,0,1
S00172741,23,16,2,0,1,0,0,0
S00172742,5,14,9,11,2,1,0,0
S00172743,16,8,5,5,1,0,0,0
S00172744,20,11,9,6,5,3,1,0
S00172745,35,16,4,2,0,0,0,1
S00172746,18,12,3,5,3,1,0,0
S00172747,21,9,4,6,1,1,0,0
S00172748,16,24,9,6,4,2,1,1
S00172749,21,28,9,6,1,0,0,0
S00172750,36,8,3,0,2,0,0,0
S00172751,31,17,7,6,1,0,2,0
S00172752,40,16,0,0,0,1,0,1
S00172753,75,15,4,1,0,0,0,0
S00172754,29,14,3,2,2,0,0,2
S00172755,17,23,10,1,2,0,1,1
S00172756,12,28,13,8,1,0,0,0
S00172757,42,10,0,0,0,0,0,0
S00172758,45,23,7,3,1,0,0,1
S00172759,47,9,2,2,0,0,1,0
S00172760,16,15,4,2,2,0,0,0
S00172761,18,12,5,3,5,0,1,2
S00172762,15,10,3,4,1,0,1,0
S00172763,11,12,5,5,0,0,0,0
S00172764,8,21,10,7,5,2,0,0
S00172765,20,17,9,6,1,0,0,0
S00172766,24,21,16,3,4,0,0,0
S00172767,24,24,11,5,2,0,1,0
S00172768,18,23,14,2,0,0,0,1
S00172769,35,13,2,9,1,0,0,1
S00172770,32,18,13,8,4,0,0,0
S00172771,28,10,9,8,2,0,0,0
S00172772,42,12,5,0,1,1,0,0
S00172773,16,19,5,6,1,1,0,2
S00172774,20,23,0,1,0,2,0,0
S00172775,20,11,11,2,0,1,0,1
S00172776,7,22,10,3,0,1,0,0
S00172777,6,25,1,9,1,0,0,1
S00172778,25,21,9,7,1,1,0,0
S00172779,13,4,12,1,1,0,0,0
S00172780,17,15,7,1,3,1,0,0
S00172781,18,13,8,9,1,0,0,1
S00172782,16,13,4,1,3,2,2,0
S00172783,21,15,3,9,1,1,0,2
S00172784,21,29,8,9,3,0,2,1
S00172785,20,9,11,4,3,1,0,0
S00172786,34,20,6,6,3,1,0,1
S00172787,13,29,8,5,0,1,0,0
S00172788,72,5,1,0,0,0,1,0
S00172789,7,23,10,9,2,0,0,0
S00172790,19,12,4,2,1,2,0,0
S00172791,12,26,9,9,1,0,0,0
S00172792,13,16,1,6,0,1,1,0
S00172793,15,14,10,10,2,1,0,0
S00172794,37,7,12,3,1,4,1,0
S00172795,36,5,2,0,1,0,1,1
S00172796,30,20,6,5,1,0,1,0
S00172797,22,16,7,0,3,0,0,0
S00172798,36,21,0,2,0,1,0,1
S00172799,23,20,5,1,1,0,1,0
S00172800,17,19,6,5,4,0,0,0
S00172801,5,9,5,6,2,0,0,0
S00172802,9,20,4,4,1,1,0,0
S00172803,33,15,3,1,1,1,0,0
S00172804,60,9,2,0,2,0,0,0
S00172805,20,13,7,4,6,1,0,1
S00172806,20,18,10,1,2,0,0,0
S00172807,7,16,3,4,3,0,0,0
S00172808,35,24,12,6,0,0,0,1
S00172809,23,29,6,7,1,0,0,0
S00172810,18,15,9,3,1,0,0,0
S00172811,34,24,14,4,1,0,1,0
S00172812,19,15,7,7,0,0,1,0
S00172813,17,26,6,13,0,1,0,0
S00172814,37,9,1,1,1,0,0,1
S00172815,9,15,7,9,4,0,1,1
S00172816,17,22,10,5,1,0,0,0
S00172817,14,11,9,3,1,1,0,0
S00172818,7,32,24,16,1,0,1,0
S00172819,4,8,11,1,4,0,0,1
S00172820,27,22,7,5,0,1,1,0
S00172821,3,11,6,8,3,2,1,1
S00172822,8,23,16,7,2,1,1,0
S00172823,43,8,5,0,2,0,0,0
S00172824,72,15,1,0,0,1,2,0
S00172825,12,13,10,9,5,0,1,1
S00172826,12,31,15,8,3,1,1,0
S00172827,15,23,12,10,4,0,2,0
S00172828,38,21,1,0,1,0,1,0
S00172829,20,7,9,3,3,0,0,0
S00172830,14,15,3,1,0,0,0,2
S00172831,28,7,6,5,1,1,1,1
S00172832,45,16,3,5,1,2,0,0
S00172833,18,14,11,7,0,0,0,1
S00172834,27,9,5,4,0,1,1,0
S00172835,36,19,2,1,1,0,2,0
S00172836,34,21,14,6,0,1,1,0
S00172837,27,10,12,1,2,0,0,0
S00172838,28,16,4,3,0,0,0,0
S00172839,66,18,0,1,0,0,0,1
S00172840,23,23,10,9,1,0,0,1
S00172841,29,20,5,3,0,0,0,1
S00172842,17,19,15,3,1,1,0,1
S00172843,60,17,3,2,1,0,0,1
S00172844,22,14,9,4,4,0,1,0
S00172845,13,26,9,10,0,2,1,1
S00172846,10,36,7,15,1,0,0,2
S00172847,24,21,15,4,3,0,1,0
S00172848,37,14,5,6,1,0,0,0
S00172849,50,10,8,6,0,0,0,1
S00172850,7,13,5,5,1,0,1,0
S00172851,14,10,6,8,1,1,0,0
S00172852,17,20,8,7,2,0,0,0
S00172853,24,12,5,1,0,1,1,0
S00172854,25,8,5,3,3,1,1,0
S00172855,21,10,1,3,1,0,0,0
S00172856,10,14,4,4,3,1,0,0
S00172857,20,23,4,2,0,1,1,0
S00172858,44,22,6,5,2,0,0,0
S00172859,15,4,7,3,1,0,0,0
S00172860,18,9,7,10,0,1,1,0
S00172861,10,29,13,4,0,1,0,0
S00172862,13,14,11,6,1,2,0,0
S00172863,19,13,10,6,4,0,0,0
S00172864,38,5,0,4,0,0,0,1
S00172865,18,28,7,13,0,1,1,0
S00172866,54,12,2,1,3,0,0,0
S00172867,38,14,12,3,1,0,1,0
S00172868,41,12,9,8,0,0,0,1
S00172869,11,15,8,3,0,0,0,0
S00172870,13,5,11,4,8,0,0,0
S00172871,27,14,10,11,1,2,0,1
S00172872,28,10,5,0,2,1,0,0
S00172873,33,19,4,4,1,1,0,0
S00172874,16,11,11,8,2,0,0,0
S00172875,33,17,2,0,0,0,0,0
S00172876,43,17,5,2,1,0,2,0
S00172877,11,17,10,7,0,0,0,0
S00172878,29,5,0,1,2,1,1,0
S00172879,35,14,0,1,0,1,0,0
S00172880,42,16,2,1,1,0,0,1
S00172881,18,26,12,4,4,0,0,0
S00172882,49,19,7,2,1,0,0,0
S00172883,37,11,21,1,0,2,0,0
S00172884,4,9,10,7,2,0,2,1
S00172885,43,13,3,0,0,1,0,0
S00172886,34,26,4,5,5,1,0,2
S00172887,53,12,1,2,0,1,0,1
S00172888,23,34,10,6,1,0,0,0
S00172889,56,11,6,3,2,0,0,1
S00172890,31,22,1,4,0,0,0,1
S00172891,24,13,2,5,0,0,0,0
S00172892,18,23,9,10,2,0,1,1
S00172893,7,32,14,21,7,0,0,0
S00172894,26,7,6,2,0,0,0,2
S00172895,22,8,3,6,1,0,0,0
S00172896,40,23,1,1,1,0,2,0
S00172897,24,22,6,7,0,0,1,0
S00172898,42,27,2,1,1,0,1,1
S00172899,54,16,4,3,0,0,0,0
S00172900,9,12,6,12,2,3,0,0
S00172901,20,15,14,10,3,0,0,0
S00172902,16,25,8,10,2,0,0,0
S00172903,13,28,4,13,3,0,0,0
S00172904,25,12,4,3,0,0,0,0
S00172905,25,7,10,1,0,1,0,1
S00172906,36,12,3,0,3,1,0,2
S00172907,18,15,21,6,3,2,0,0
S00172908,16,17,9,6,0,0,1,0
S00172909,8,14,11,3,0,0,1,0
S00172910,27,9,4,3,1,0,0,0
S00172911,14,8,6,3,3,0,0,1
S00172912,69,10,1,4,1,1,0,0
S00172913,34,26,3,5,2,0,0,0
S00172914,31,10,2,1,1,2,0,0
S00172915,41,8,5,3,1,0,0,0
S00172916,40,22,10,1,0,3,0,0
S00172917,21,7,0,6,0,0,1,1
S00172918,11,18,17,7,0,0,0,2
S00172919,23,15,4,2,1,0,1,0
S00172920,17,10,5,2,1,0,0,0
S00172921,42,17,2,1,0,0,0,0
S00172922,58,7,4,3,1,1,0,0
S00172923,33,32,9,6,2,0,0,0
S00172924,22,19,10,12,7,1,1,0
S00172925,20,23,13,5,1,1,0,2
S00172926,44,17,4,0,0,0,1,1
S00172927,36,19,3,6,4,0,0,2
S00172928,9,11,10,8,0,0,1,3
S00172929,58,12,5,6,3,0,0,0
S00172930,21,25,14,10,5,0,1,1
S00172931,5,11,5,4,1,2,0,0
S00172932,30,16,6,8,0,1,0,0
S00172933,19,11,7,3,1,0,1,0
S00172934,19,10,4,7,5,1,0,0
S00172935,38,10,10,8,2,0,1,1
S00172936,25,11,3,3,1,3,0,0
S00172937,27,27,7,9,4,1,2,0
S00172938,37,4,2,2,1,1,0,0
S00172939,4,22,9,6,1,1,0,0
S00172940,17,22,6,6,2,0,0,0
S00172941,6,17,9,15,2,1,0,0
S00172942,37,9,2,0,0,0,0,0
S00172943,39,19,6,3,0,0,0,2
S00172944,6,9,8,11,7,0,1,0
S00172945,15,26,11,5,0,0,0,0
S00172946,29,16,11,7,1,0,1,1
S00172947,34,16,0,4,0,0,1,2
S00172948,9,15,16,6,2,1,0,0
S00172949,43,7,5,1,0,0,0,2
S00172950,13,26,12,10,1,0,0,0
S00172951,24,33,10,9,2,0,0,0
S00172952,23,10,7,0,0,0,0,0
S00172953,30,24,12,4,1,0,0,0
S00172954,47,10,5,1,1,0,0,0
S00172955,9,24,12,8,1,0,0,0
S00172956,36,15,9,2,2,0,0,1
S00172957,12,19,5,2,2,0,0,1
S00172958,30,19,4,0,0,0,1,0
S00172959,7,30,20,14,8,0,0,2
S00172960,13,24,8,8,0,0,0,0
S00172961,45,11,0,0,0,0,0,0
S00172962,32,27,3,1,0,0,0,0
S00172963,8,12,11,3,1,0,0,1
S00172964,21,12,12,9,0,0,0,1
S00172965,51,15,11,1,1,0,0,0
S00172966,42,15,4,3,3,2,2,1
S00172967,22,10,3,5,0,0,0,0
S00172968,36,17,3,1,1,1,0,0
S00172969,55,12,2,2,0,2,0,1
S00172970,21,21,14,8,6,1,1,0
S00172971,31,8,6,1,0,0,0,0
S00172972,12,25,6,2,1,0,1,0
S00172973,53,15,1,0,0,1,0,0
S00172974,32,12,1,0,0,1,0,0
S00172975,22,22,10,6,1,0,0,0
S00172976,11,21,13,7,0,0,1,0
S00172977,11,11,6,2,1,0,0,0
S00172978,30,10,4,0,1,1,1,0
S00172979,42,13,3,0,1,0,0,2
S00172980,50,10,3,5,1,1,0,1
S00172981,39,19,6,3,1,2,1,0
S00172982,10,23,6,12,6,2,0,0
S00172983,41,22,11,1,0,2,0,0
S00172984,10,21,19,5,3,0,0,0
S00172985,17,11,5,2,2,1,0,0
S00172986,36,15,9,1,3,0,0,0
S00172987,21,14,6,0,0,0,0,0
S00172988,28,13,2,2,2,0,0,0
S00172989,6,13,17,9,0,0,0,1
S00172990,47,20,3,4,1,0,0,1
S00172991,53,17,1,1,0,0,0,0
S00172992,14,18,9,7,0,0,0,0
S00172993,35,15,8,4,3,0,0,0
S00172994,30,13,6,2,0,0,2,0
S00172995,23,8,3,3,1,2,0,1
S00172996,42,10,4,2,3,0,0,0
S00172997,56,10,4,3,1,0,1,2
S00172998,11,20,6,5,1,0,0,0
S00172999,24,12,9,0,0,0,1,1
S00173000,36,5,12,0,0,2,0,0
S00173001,48,20,4,1,0,1,0,0
S00173002,28,36,11,4,1,2,0,0
S00173003,48,11,4,1,2,2,0,1
S00173004,47,12,12,2,0,1,1,0
S00173005,41,20,8,1,1,1,0,0
S00173006,29,23,2,3,0,1,0,0
S00173007,46,6,2,0,1,0,0,0
S00173008,4,9,22,16,2,1,0,0
S00173009,23,21,4,1,1,0,2,0
S00173010,2,7,9,8,2,1,0,0
S00173011,35,12,12,2,0,1,0,0
S00173012,41,10,1,1,0,0,0,0
S00173013,36,9,1,5,1,0,1,1
S00173014,21,16,5,5,0,0,0,0
S00173015,61,10,0,1,0,1,0,0
S00173016,45,23,6,3,1,0,2,0
S00173017,46,6,5,4,3,0,0,0
S00173018,12,14,7,9,3,1,0,0
S00173019,31,23,2,3,1,0,1,1
S00173020,30,11,7,6,1,0,0,0
S00173021,25,12,2,3,0,1,0,0
S00173022,10,21,6,4,1,0,0,2
S00173023,7,27,6,12,1,0,0,1
S00173024,19,17,12,9,0,0,0,0
S00173025,33,12,4,2,2,1,0,0
S00173026,37,14,2,2,0,1,0,0
S00173027,35,19,3,3,1,0,0,1
S00173028,14,11,1,1,1,2,0,0
S00173029,16,18,10,6,2,0,0,0
S00173030,38,16,8,6,2,0,0,0
S00173031,34,10,4,4,1,0,0,1
S00173032,17,31,10,1,1,0,0,1
S00173033,36,9,7,6,0,0,0,1
S00173034,30,23,4,3,0,0,0,0
S00173035,10,22,0,0,0,0,1,0
S00173036,4,13,7,4,0,2,1,0
S00173037,22,20,0,0,0,1,0,1
S00173038,84,7,1,2,0,0,1,0
S00173039,8,17,10,10,1,0,2,1
S00173040,14,11,5,4,1,0,0,1
S00173041,9,10,7,6,3,1,0,2
S00173042,6,26,11,13,3,2,0,0
S00173043,24,29,5,4,0,0,0,0
S00173044,13,21,4,7,0,1,0,0
S00173045,12,17,7,8,0,0,0,0
S00173046,31,12,2,0,0,0,0,0
S00173047,17,25,17,10,5,1,0,0
S00173048,22,20,4,8,0,1,0,0
S00173049,40,6,2,2,0,0,0,0
S00173050,14,14,6,9,1,1,0,2
S00173051,13,16,4,2,0,1,1,1
S00173052,49,10,2,0,0,0,0,1
S00173053,47,25,9,4,0,0,0,1
S00173054,17,15,10,12,4,0,0,0
S00173055,48,26,1,0,0,0,0,1
S00173056,18,17,10,7,3,1,0,0
S00173057,11,7,6,3,1,1,0,0
S00173058,31,7,4,2,1,0,1,0
S00173059,12,15,9,3,0,1,0,0
S00173060,25,19,5,1,1,0,0,1
S00173061,20,27,10,11,0,0,2,1
S00173062,43,15,2,2,1,0,0,1
S00173063,24,29,7,2,1,1,1,0
S00173064,19,21,15,10,3,0,0,0
S00173065,34,12,0,3,1,0,0,0
S00173066,54,17,9,3,2,2,0,0
S00173067,25,16,8,6,0,0,1,0
S00173068,22,6,6,3,3,0,0,0
S00173069,46,6,8,3,0,0,1,2
S00173070,37,15,2,0,1,0,0,0
S00173071,42,23,6,2,0,0,2,0
S00173072,3,23,7,8,1,0,2,1
S00173073,8,13,4,2,2,0,0,0
S00173074,20,11,7,6,6,0,0,0
S00173075,21,13,10,0,1,1,0,0
S00173076,35,28,8,5,2,1,1,0
S00173077,66,17,0,0,2,2,0,2
S00173078,40,10,8,5,2,1,0,1
S00173079,12,19,6,6,2,1,0,0
S00173080,21,30,5,1,0,1,0,0
S00173081,31,7,6,2,2,1,0,1
S00173082,29,22,7,1,0,2,1,0
S00173083,44,12,2,1,0,0,0,0
S00173084,36,10,2,0,0,0,1,1
S00173085,10,26,10,2,1,0,1,0
S00173086,53,20,1,1,2,0,1,1
S00173087,8,14,5,5,1,1,1,0
S00173088,16,35,10,11,2,0,0,0
S00173089,53,14,1,0,0,1,0,0
S00173090,62,4,1,1,0,1,0,0
S00173091,50,27,3,3,3,2,1,0
S00173092,19,9,8,8,2,4,0,0
S00173093,14,15,10,2,0,0,1,1
S00173094,31,12,8,1,0,1,1,0
S00173095,9,27,6,10,2,2,0,0
S00173096,10,17,14,20,1,1,1,0
S00173097,13,17,12,5,0,1,0,0
S00173098,47,9,3,0,0,1,0,0
S00173099,39,11,0,3,0,1,0,0
S00173100,15,12,8,3,0,0,0,0
S00173101,9,11,13,18,0,4,0,0
S00173102,44,16,5,2,0,0,0,0
S00173103,23,11,3,3,3,2,0,0
S00173104,56,11,7,0,2,0,0,0
S00173105,7,15,3,7,0,0,0,0
S00173106,15,25,11,14,0,0,0,0
S00173107,9,20,5,6,1,0,0,1
S00173108,32,23,3,0,2,0,0,1
S00173109,44,22,5,0,1,1,1,0
S00173110,30,15,4,2,0,2,0,1
S00173111,42,15,6,1,0,0,0,0
S00173112,21,8,7,3,2,0,0,0
S00173113,15,22,10,4,0,0,1,0
S00173114,36,15,3,1,0,1,0,1
S00173115,47,12,7,1,1,0,0,0
S00173116,21,11,7,4,0,0,0,0
S00173117,16,21,15,14,1,0,1,0
S00173118,16,14,6,4,5,0,0,1
S00173119,25,15,4,4,0,1,1,1
S00173120,62,10,2,2,0,0,0,0
S00173121,14,20,3,1,0,0,1,0
S00173122,23,16,6,0,2,0,1,0
S00173123,25,17,4,9,0,0,0,0
S00173124,15,9,6,5,1,1,0,1
S00173125,47,12,5,2,0,0,0,3
S00173126,34,10,3,1,0,0,0,1
S00173127,30,15,16,10,6,1,0,1
S00173128,26,32,13,10,3,0,2,0
S00173129,13,19,10,6,0,0,0,0
S00173130,22,24,8,2,1,0,1,0
S00173131,45,10,0,1,0,0,0,0
S00173132,39,12,3,6,0,2,0,1
S00173133,11,20,17,11,2,1,0,1
S00173134,15,26,11,7,0,1,1,1
S00173135,23,29,8,5,1,0,1,0
S00173136,40,23,7,4,1,1,1,0
S00173137,15,21,7,9,4,0,0,1
S00173138,14,17,3,2,0,1,1,1
S00173139,31,10,6,2,3,0,0,0
S00173140,15,6,5,4,5,4,0,1
S00173141,30,21,5,4,1,0,0,0
S00173142,32,11,18,9,2,0,0,0
S00173143,36,19,8,5,1,1,1,1
S00173144,35,13,1,0,0,0,1,0
