areacode,urban,rural
S00173257,47,0
S00173258,57,0
S00173259,69,0
S00173260,44,0
S00173261,36,0
S00173262,74,0
S00173263,60,0
S00173264,47,0
S00173265,67,0
S00173266,75,0
S00173267,65,0
S00173268,50,0
S00173269,73,0
S00173270,78,0
S00173271,52,0
S00173272,74,0
S00173273,77,0
S00173274,50,0
S00173275,67,0
S00173276,74,0
S00173277,74,0
S00173278,70,0
S00173279,35,0
S00173280,71,0
S00173281,55,0
S00173282,65,0
S00173283,73,0
S00173284,38,0
S00173285,58,0
S00173286,48,0
S00173287,51,0
S00173288,55,0
S00173289,64,0
S00173290,56,0
S00173291,47,0
S00173292,41,0
S00173293,63,0
S00173294,69,0
S00173295,53,0
S00173296,40,0
S00173297,48,0
S00173298,34,0
S00173299,44,0
S00173300,48,0
S00173301,41,0
S00173302,46,0
S00173303,51,0
S00173304,42,0
S00173305,46,0
S00173306,29,0
S00173307,80,0
S00173308,31,0
S00173309,72,0
S00173310,43,0
S00173311,33,0
S00173312,61,0
S00173313,64,0
S00173314,51,0
S00173315,49,0
S00173316,41,0
S00173317,37,0
S00173318,41,0
S00173319,34,0
S00173320,45,0
S00173321,42,0
S00173322,32,0
S00173323,38,0
S00173324,55,0
S00173325,61,0
S00173326,51,0
S00173327,52,0
S00173328,44,0
S00173329,77,0
S00173330,51,0
S00173331,55,0
S00173332,60,0
S00173333,38,0
S00173334,45,0
S00173335,52,0
S00173336,52,0
S00173337,49,0
S00173338,50,0
S00173339,51,0
S00173340,40,0
S00173341,71,0
S00173342,77,0
S00173343,42,0
S00173344,74,0
S00173345,35,0
S00173346,54,0
S00173347,54,0
S00173348,30,0
S00173349,49,0
S00173350,34,0
S00173351,45,0
S00173352,47,0
S00173353,47,0
S00173354,60,0
S00173355,65,0
S00173356,44,0
S00173357,56,0
S00173358,60,0
S00173359,70,0
S00173360,35,0
S00173361,77,0
S00173362,62,0
S00173363,34,0
S00173364,78,0
S00173365,29,0
S00173366,70,0
S00173367,37,0
S00173368,49,0
S00173369,50,0
S00173370,47,0
S00173371,49,0
S00173372,70,0
S00173373,63,0
S00173374,47,0
S00173375,66,0
S00173376,45,0
S00173377,43,0
S00173378,66,0
S00173379,45,0
S00173380,55,0
S00173381,54,0
S00173382,28,0
S00173383,75,0
S00173384,52,0
S00173385,52,0
S00173386,43,0
S00173387,78,0
S00173388,74,0
S00173389,42,0
S00173390,57,0
S00173391,51,0
S00173392,84,0
S00173393,69,0
S00173394,41,0
S00173395,40,0
S00173396,75,0
S00173397,46,0
S00173398,36,0
S00173399,40,0
S00173400,44,0
S00173401,51,0
S00173402,45,0
S00173403,47,0
S00173404,47,0
S00173405,36,0
S00173406,40,0
S00173407,61,0
S00173408,47,0
S00173409,47,0
S00173410,73,0
S00173411,67,0
S00173412,37,0
S00173413,55,0
S00173414,53,0
S00173415,53,0
S00173416,68,0
S00173417,61,0
S00173418,47,0
S00173419,58,0
S00173420,68,0
S00173421,58,0
S00173422,34,0
S00173423,37,0
S00173424,61,0
S00173425,39,0
S00173426,37,0
S00173427,61,0
S00173428,42,0
S00173429,60,0
S00173430,52,0
S00173431,70,0
S00173432,65,0
S00173433,67,0
S00173434,40,0
S00173435,42,0
S00173436,56,0
S00173437,45,0
S00173438,41,0
S00173439,69,0
S00173440,55,0
S00173441,50,0
S00173442,50,0
S00173443,58,0
S00173444,64,0
S00173445,31,0
S00173446,60,0
S00173447,41,0
S00173448,88,0
S00173449,43,0
S00173450,50,0
S00173451,42,0
S00173452,47,0
S00173453,76,0
S00173454,78,0
S00173455,52,0
S00173456,51,0
S00173457,74,0
S00173458,53,0
S00173459,47,0
S00173460,43,0
S00173461,47,0
S00173462,29,0
S00173463,44,0
S00173464,76,0
S00173465,51,0
S00173466,47,0
S00173467,59,0
S00173468,65,0
S00173469,54,0
S00173470,60,0
S00173471,80,0
S00173472,34,0
S00173473,49,0
S00173474,63,0
S00173475,81,0
S00173476,60,0
S00173477,64,0
S00173478,30,0
S00173479,51,0
S00173480,56,0
S00173481,71,0
S00173482,29,0
S00173483,35,0
S00173484,41,0
S00173485,44,0
S00173486,51,0
S00173487,77,0
S00173488,49,0
S00173489,65,0
S00173490,52,0
S00173491,44,0
S00173492,52,0
S00173493,38,0
S00173494,51,0
S00173495,41,0
S00173496,79,0
S00173497,69,0
S00173498,55,0
S00173499,35,0
S00173500,63,0
S00173501,62,0
S00173502,57,0
S00173503,80,0
S00173504,34,0
S00173505,61,0
S00173506,50,0
S00173507,72,0
S00173508,57,0
S00173509,56,0
S00173510,47,0
S00173511,65,0
S00173512,56,0
S00173513,44,0
S00173514,37,0
S00173515,47,0
S00173516,53,0
S00173517,67,0
S00173518,60,0
S00173519,47,0
S00173520,52,0
S00173521,77,0
S00173522,69,0
S00173523,44,0
S00173524,65,0
S00173525,45,0
S00173526,46,0
S00173527,72,0
S00173528,33,0
S00173529,47,0
S00173530,69,0
S00173531,40,0
S00173532,43,0
S00173533,59,0
S00173534,40,0
S00173535,69,0
S00173536,53,0
S00173537,44,0
S00173538,53,0
S00173539,46,0
S00173540,65,0
S00173541,46,0
S00173542,77,0
S00173543,60,0
S00173544,52,0
S00173545,0,45
S00173546,58,0
S00173547,44,0
S00173548,44,0
S00173549,71,0
S00173550,35,0
S00173551,68,0
S00173552,78,0
S00173553,44,0
S00173554,47,0
S00173555,55,0
S00173556,78,0
S00173557,45,0
S00173558,45,0
S00173559,49,0
S00173560,75,0
S00173561,54,0
S00173562,52,0
S00173563,74,0
S00173564,61,0
S00173565,39,0
S00173566,30,0
S00173567,78,0
S00173568,70,0
S00173569,63,0
S00173570,60,0
S00173571,52,0
S00173572,56,0
S00173573,48,0
S00173574,55,0
S00173575,28,0
S00173576,50,0
S00173577,76,0
S00173578,68,0
S00173579,32,0
S00173580,43,0
S00173581,47,0
S00173582,75,0
S00173583,77,0
S00173584,72,0
S00173585,39,0
S00173586,49,0
S00173587,27,0
S00173588,39,0
S00173589,38,0
S00173590,29,0
S00173591,71,0
S00173592,47,0
S00173593,40,0
S00173594,38,0
S00173595,44,0
S00173596,59,0
S00173597,57,0
S00173598,70,0
S00173599,50,0
S00173600,60,0
S00173601,42,0
S00173602,46,0
S00173603,37,0
S00173604,55,0
S00173605,56,0
S00173606,42,0
S00173607,66,0
S00173608,42,0
S00173609,65,0
S00173610,43,0
S00173611,30,0
S00173612,0,69
S00173613,61,0
S00173614,45,0
S00173615,46,0
S00173616,57,0
S00173617,44,0
S00173618,74,0
S00173619,76,0
S00173620,54,0
S00173621,70,0
S00173622,47,0
S00173623,41,0
S00173624,32,0
S00173625,59,0
S00173626,46,0
S00173627,45,0
S00173628,55,0
S00173629,41,0
S00173630,0,43
S00173631,0,48
S00173632,49,0
S00173633,0,47
S00173634,0,46
S00173635,0,38
S00173636,0,49
S00173637,0,60
S00173638,0,49
S00173639,0,66
S00173640,0,49
S00173641,0,60
S00173642,0,55
S00173643,0,67
S00173644,0,64
S00173645,0,59
S00173646,0,75
S00173647,0,73
S00173648,0,52
S00173649,0,44
S00173650,0,28
S00173651,0,78
S00173652,0,65
S00173653,0,58
S00173654,0,74
S00173655,0,50
S00173656,0,77
S00173657,0,73
S00173658,0,54
S00173659,0,46
S00173660,0,71
S00173661,0,55
S00173662,0,46
S00173663,0,66
S00173664,0,77
S00173665,0,72
S00173666,0,57
S00173667,0,53
S00173668,0,33
S00173669,0,30
S00173670,0,69
S00173671,0,41
S00173672,0,43
S00173673,0,44
S00173674,0,38
S00173675,0,35
S00173676,0,44
S00173677,0,52
S00173678,0,31
S00173679,0,35
S00173680,0,64
S00173681,0,42
S00173682,0,43
S00173683,0,82
S00173684,0,68
S00173685,0,32
S00173686,0,69
S00173687,0,40
S00173688,0,37
S00173689,0,36
S00173690,0,44
S00173691,0,46
S00173692,67,0
S00173693,0,57
S00173694,66,0
S00173695,69,0
S00173696,63,0
S00173697,49,0
S00173698,74,0
S00173699,63,0
S00173700,70,0
S00173701,81,0
S00173702,77,0
S00173703,79,0
S00173704,82,0
S00173705,64,0
S00173706,52,0
S00173707,67,0
S00173708,0,51
S00173709,42,0
S00173710,38,0
S00173711,42,0
S00173712,46,0
S00173713,70,0
S00173714,29,0
S00173715,79,0
S00173716,0,39
S00173717,57,0
S00173718,39,0
S00173719,41,0
S00173720,43,0
S00173721,0,65
S00173722,73,0
S00173723,62,0
S00173724,0,41
S00173725,0,45
S00173726,0,51
S00173727,0,41
S00173728,0,35
S00173729,0,37
S00173730,0,53
S00173731,0,59
S00173732,0,53
S00173733,0,61
S00173734,0,56
S00173735,0,62
S00173736,0,54
S00173737,0,68
S00173738,0,49
S00173739,0,61
S00173740,0,65
S00173741,0,55
S00173742,0,76
S00173743,0,52
S00173744,0,67
S00173745,0,70
S00173746,0,54
S00173747,0,58
S00173748,0,63
S00173749,0,78
S00173750,0,67
S00173751,0,42
S00173752,0,43
S00173753,0,61
S00173754,0,46
S00173755,0,66
S00173756,0,31
S00173757,0,52
S00173758,0,38
S00173759,0,42
S00173760,0,55
S00173761,0,43
S00173762,0,53
S00173763,0,53
S00173764,0,51
S00173765,0,61
S00173766,0,55
S00173767,0,56
S00173768,0,54
S00173769,0,43
S00173770,0,73
S00173771,0,76
S00173772,0,51
S00173773,0,61
S00173774,0,83
S00173775,0,47
S00173776,0,50
S00173777,0,61
S00173778,0,69
S00173779,0,48
S00173780,0,55
S00173781,0,31
S00173782,41,0
S00173783,56,0
S00173784,0,29
S00173785,56,0
S00173786,72,0
S00173787,58,0
S00173788,66,0
S00173789,44,0
S00173790,65,0
S00173791,50,0
S00173792,62,0
S00173793,38,0
S00173794,62,0
S00173795,38,0
S00173796,67,0
S00173797,42,0
S00173798,65,0
S00173799,77,0
S00173800,48,0
S00173801,45,0
S00173802,53,0
S00173803,0,82
S00173804,0,66
S00173805,42,0
S00173806,57,0
S00173807,70,0
S00173808,0,62
S00173809,0,68
S00173810,41,0
S00173811,69,0
S00173812,64,0
S00173813,0,59
S00173814,78,0
S00173815,0,36
S00173816,0,67
S00173817,0,55
S00173818,0,40
S00173819,0,46
S00173820,0,55
S00173821,0,81
S00173822,0,59
S00173823,0,44
S00173824,0,48
S00173825,0,51
S00173826,0,30
S00173827,0,46
S00173828,0,63
S00173829,0,42
S00173830,0,82
S00173831,0,68
S00173832,0,29
S00173833,0,64
S00173834,0,63
S00173835,0,50
S00173836,0,51
S00173837,0,67
S00173838,0,54
S00173839,0,33
S00173840,0,49
S00173841,0,28
S00173842,0,58
S00173843,0,73
S00173844,0,67
S00173845,0,51
S00173846,0,40
S00173847,0,76
S00173848,0,30
S00173849,0,35
S00173850,0,69
S00173851,0,31
S00173852,0,44
S00173853,0,69
S00173854,0,55
S00173855,0,67
S00173856,0,43
S00173857,0,28
S00173858,0,60
S00173859,0,70
S00173860,0,76
S00173861,0,66
S00173862,0,30
S00173863,0,59
S00173864,0,59
S00173865,0,64
S00173866,0,46
S00173867,0,45
S00173868,0,64
S00173869,0,39
S00173870,0,51
S00173871,0,59
S00173872,0,57
S00173873,0,44
S00173874,0,54
S00173875,0,75
S00173876,0,32
S00173877,0,49
S00173878,0,41
S00173879,0,32
S00173880,0,77
S00173881,0,64
S00173882,0,32
S00173883,0,72
S00173884,0,49
S00173885,0,58
S00173886,0,46
S00173887,0,49
S00173888,0,49
S00173889,0,53
S00173890,0,66
S00173891,0,67
S00173892,0,57
S00173893,0,55
S00173894,0,48
S00173895,0,66
S00173896,0,27
S00173897,0,54
S00173898,0,59
S00173899,0,52
S00173900,0,42
S00173901,0,61
S00173902,0,48
S00173903,0,55
S00173904,0,37
S00173905,0,70
S00173906,0,72
S00173907,0,36
S00173908,0,48
S00173909,0,49
S00173910,0,32
S00173911,0,53
S00173912,0,64
S00173913,0,47
S00173914,0,34
S00173915,75,0
S00173916,65,0
S00173917,0,28
S00173918,69,0
S00173919,49,0
S00173920,51,0
S00173921,0,47
S00173922,0,89
S00173923,82,0
S00173924,57,0
S00173925,74,0
S00173926,46,0
S00173927,46,0
S00173928,0,51
S00173929,49,0
S00173930,84,0
S00173931,60,0
S00173932,52,0
S00173933,60,0
S00173934,60,0
S00173935,64,0
S00173936,44,0
S00173937,27,0
S00173938,59,0
S00173939,58,0
S00173940,50,0
S00173941,61,0
S00173942,77,0
S00173943,61,0
S00173944,43,0
S00173945,0,44
S00173946,60,0
S00173947,62,0
S00173948,43,0
S00173949,36,0
S00173950,41,0
S00173951,40,0
S00173952,76,0
S00173953,85,0
S00173954,46,0
S00173955,33,0
S00173956,0,44
S00173957,49,0
S00173958,54,0
S00173959,70,0
S00173960,0,27
S00173961,38,0
S00173962,0,42
S00173963,0,43
S00173964,58,0
S00173965,35,0
S00173966,49,0
S00173967,0,33
S00173968,31,0
S00173969,0,82
S00173970,0,64
S00173971,0,75
S00173972,48,0
S00173973,0,69
S00173974,47,0
S00173975,0,51
S00173976,0,33
S00173977,0,74
S00173978,67,0
S00173979,47,0
S00173980,0,74
S00173981,42,0
S00173982,71,0
S00173983,66,0
S00173984,54,0
S00173985,0,32
S00173986,0,55
S00173987,45,0
S00173988,40,0
S00173989,0,42
S00173990,76,0
S00173991,0,57
S00173992,69,0
S00173993,52,0
S00173994,68,0
S00173995,0,67
S00173996,0,51
S00173997,0,45
S00173998,61,0
S00173999,0,38
S00174000,48,0
S00174001,64,0
S00174002,0,80
S00174003,67,0
S00174004,0,51
S00174005,56,0
S00174006,0,47
S00174007,0,46
S00174008,40,0
S00174009,0,49
S00174010,63,0
S00174011,63,0
S00174012,0,67
S00174013,31,0
S00174014,52,0
S00174015,58,0
S00174016,67,0
S00174017,68,0
S00174018,52,0
S00174019,78,0
S00174020,0,49
S00174021,61,0
S00174022,52,0
S00174023,0,40
S00174024,50,0
S00174025,48,0
S00174026,0,71
S00174027,0,62
S00174028,0,68
S00174029,0,72
S00174030,0,70
S00174031,0,47
S00174032,0,52
S00174033,0,57
S00174034,0,57
S00174035,0,64
S00174036,0,54
S00174037,0,67
S00174038,0,47
S00174039,0,66
S00174040,0,49
S00174041,0,74
S00174042,0,71
S00174043,0,92
S00174044,0,61
S00174045,0,55
S00174046,0,47
S00174047,0,48
S00174048,0,55
S00174049,55,0
S00174050,0,43
S00174051,0,81
S00174052,0,71
S00174053,0,52
S00174054,0,43
S00174055,73,0
S00174056,69,0
S00174057,0,57
S00174058,0,41
S00174059,0,47
S00174060,56,0
S00174061,32,0
S00174062,70,0
S00174063,0,26
S00174064,0,70
S00174065,60,0
S00174066,0,48
S00174067,0,69
S00174068,60,0
S00174069,0,70
S00174070,70,0
S00174071,29,0
S00174072,53,0
S00174073,49,0
S00174074,46,0
S00174075,0,60
S00174076,51,0
S00174077,66,0
S00174078,61,0
S00174079,0,65
S00174080,71,0
S00174081,61,0
S00174082,0,71
S00174083,57,0
S00174084,46,0
S00174085,0,53
S00174086,59,0
S00174087,46,0
S00174088,63,0
S00174089,62,0
S00174090,74,0
S00174091,66,0
S00174092,56,0
S00174093,49,0
S00174094,86,0
S00174095,0,76
S00174096,71,0
S00174097,71,0
S00174098,61,0
S00174099,56,0
S00174100,61,0
S00174101,46,0
S00174102,43,0
S00174103,57,0
S00174104,71,0
S00174105,67,0
S00174106,0,32
S00174107,0,51
S00174108,37,0
S00174109,49,0
S00174110,54,0
S00174111,71,0
S00174112,0,37
S00174113,44,0
S00174114,63,0
S00174115,54,0
S00174116,81,0
S00174117,30,0
S00174118,47,0
S00174119,73,0
S00174120,45,0
S00174121,0,54
S00174122,66,0
S00174123,61,0
S00174124,0,79
S00174125,0,38
S00174126,0,43
S00174127,0,32
S00174128,74,0
S00174129,36,0
S00174130,76,0
S00174131,0,31
S00174132,76,0
S00174133,42,0
S00174134,54,0
S00174135,0,42
S00174136,50,0
S00174137,60,0
S00174138,46,0
S00174139,54,0
S00174140,55,0
S00174141,74,0
S00174142,78,0
S00174143,38,0
S00174144,41,0
S00174145,61,0
S00174146,59,0
S00174147,63,0
S00174148,53,0
S00174149,81,0
S00174150,58,0
S00174151,64,0
S00174152,43,0
S00174153,47,0
S00174154,47,0
S00174155,52,0
S00174156,61,0
S00174157,62,0
S00174158,58,0
S00174159,47,0
S00174160,68,0
S00174161,53,0
S00174162,43,0
S00174163,50,0
S00174164,0,50
S00174165,43,0
S00174166,45,0
S00174167,75,0
S00174168,31,0
S00174169,62,0
S00174170,0,61
S00174171,57,0
S00174172,64,0
S00174173,54,0
S00174174,50,0
S00174175,62,0
S00174176,0,55
S00174177,48,0
S00174178,52,0
S00174179,83,0
S00174180,69,0
S00174181,62,0
S00174182,82,0
S00174183,43,0
S00174184,50,0
S00174185,47,0
S00174186,47,0
S00174187,62,0
S00174188,42,0
S00174189,52,0
S00174190,63,0
S00174191,41,0
S00174192,44,0
S00174193,51,0
S00174194,62,0
S00174195,60,0
S00174196,33,0
S00174197,61,0
S00174198,73,0
S00174199,72,0
S00174200,59,0
S00174201,73,0
S00174202,44,0
S00174203,41,0
S00174204,57,0
S00174205,72,0
S00174206,81,0
S00174207,43,0
S00174208,62,0
S00174209,52,0
S00174210,47,0
S00174211,49,0
S00174212,41,0
S00174213,58,0
S00174214,51,0
S00174215,0,46
S00174216,89,0
S00174217,78,0
S00174218,81,0
S00174219,41,0
S00174220,58,0
S00174221,0,53
S00174222,0,60
S00174223,52,0
S00174224,64,0
S00174225,32,0
S00174226,75,0
S00174227,60,0
S00174228,0,72
S00174229,50,0
S00174230,52,0
S00174231,39,0
S00174232,69,0
S00174233,0,44
S00174234,45,0
S00174235,52,0
S00174236,56,0
S00174237,46,0
S00174238,75,0
S00174239,0,48
S00174240,57,0
S00174241,69,0
S00174242,46,0
S00174243,63,0
S00174244,47,0
S00174245,49,0
S00174246,49,0
S00174247,54,0
S00174248,53,0
S00174249,57,0
S00174250,55,0
S00174251,71,0
S00174252,63,0
S00174253,59,0
S00174254,79,0
S00174255,50,0
S00174256,53,0
S00174257,43,0
S00174258,52,0
S00174259,72,0
S00174260,32,0
S00174261,44,0
S00174262,42,0
S00174263,68,0
S00174264,47,0
S00174265,54,0
S00174266,34,0
S00174267,0,27
S00174268,59,0
S00174269,67,0
S00174270,41,0
S00174271,74,0
S00174272,59,0
S00174273,58,0
S00174274,62,0
S00174275,61,0
S00174276,40,0
S00174277,82,0
S00174278,0,44
S00174279,0,70
S00174280,67,0
S00174281,57,0
S00174282,69,0
S00174283,66,0
S00174284,37,0
S00174285,0,79
S00174286,37,0
S00174287,44,0
S00174288,64,0
S00174289,0,62
S00174290,70,0
S00174291,0,29
S00174292,83,0
S00174293,0,51
S00174294,0,70
S00174295,66,0
S00174296,82,0
S00174297,0,56
S00174298,0,47
S00174299,0,67
S00174300,0,66
S00174301,0,54
S00174302,89,0
S00174303,72,0
S00174304,0,51
S00174305,60,0
S00174306,0,53
S00174307,0,51
S00174308,67,0
S00174309,0,61
S00174310,0,54
S00174311,43,0
S00174312,58,0
S00174313,0,65
S00174314,36,0
S00174315,46,0
S00174316,0,53
S00174317,0,36
S00174318,73,0
S00174319,0,40
S00174320,0,61
S00174321,81,0
S00174322,65,0
S00174323,52,0
S00174324,0,41
S00174325,0,39
S00174326,0,42
S00174327,66,0
S00174328,0,71
S00174329,0,45
S00174330,50,0
S00174331,0,78
S00174332,34,0
S00174333,65,0
S00174334,0,75
S00174335,52,0
S00174336,0,76
S00174337,78,0
S00174338,35,0
S00174339,0,32
S00174340,0,26
S00174341,0,42
S00174342,41,0
S00174343,0,50
S00174344,0,40
S00174345,50,0
S00174346,0,35
S00174347,0,42
S00174348,0,62
S00174349,0,39
S00174350,0,64
S00174351,0,72
S00174352,0,75
S00174353,0,40
S00174354,0,41
S00174355,0,51
S00174356,0,47
S00174357,0,40
S00174358,0,56
S00174359,0,45
S00174360,0,52
S00174361,0,66
S00174362,0,38
S00174363,0,29
S00174364,0,55
S00174365,0,64
S00174366,0,72
S00174367,0,57
S00174368,0,53
S00174369,0,61
S00174370,0,58
S00174371,0,32
S00174372,0,41
S00174373,0,55
S00174374,0,61
S00174375,0,67
S00174376,0,65
S00174377,0,55
S00174378,0,52
S00174379,0,59
S00174380,0,42
S00174381,0,42
S00174382,0,55
S00174383,0,36
S00174384,0,38
S00174385,41,0
S00174386,0,58
S00174387,51,0
S00174388,0,70
S00174389,0,48
S00174390,59,0
S00174391,43,0
S00174392,56,0
S00174393,34,0
S00174394,71,0
S00174395,0,43
S00174396,56,0
S00174397,57,0
S00174398,47,0
S00174399,52,0
S00174400,49,0
S00174401,49,0
S00174402,0,68
S00174403,61,0
S00174404,43,0
S00174405,74,0
S00174406,0,77
S00174407,69,0
S00174408,66,0
S00174409,48,0
S00174410,48,0
S00174411,37,0
S00174412,0,55
S00174413,47,0
S00174414,40,0
S00174415,65,0
S00174416,42,0
S00174417,62,0
S00174418,45,0
S00174419,0,48
S00174420,54,0
S00174421,33,0
S00174422,0,51
S00174423,35,0
S00174424,50,0
S00174425,75,0
S00174426,36,0
S00174427,41,0
S00174428,0,32
S00174429,56,0
S00174430,38,0
S00174431,46,0
S00174432,55,0
S00174433,42,0
S00174434,50,0
S00174435,0,80
S00174436,39,0
S00174437,49,0
S00174438,37,0
S00174439,46,0
S00174440,48,0
S00174441,54,0
S00174442,47,0
S00174443,33,0
S00174444,42,0
S00174445,0,70
S00174446,48,0
S00174447,42,0
S00174448,40,0
S00174449,64,0
S00174450,61,0
S00174451,57,0
S00174452,51,0
S00174453,0,53
S00174454,0,39
S00174455,0,56
S00174456,0,54
S00174457,0,37
S00174458,0,38
S00174459,0,32
S00174460,0,53
S00174461,0,61
S00174462,0,80
S00174463,0,49
S00174464,0,39
S00174465,0,49
S00174466,0,47
S00174467,0,68
S00174468,0,64
S00174469,0,57
S00174470,0,36
S00174471,0,41
S00174472,0,53
S00174473,0,67
S00174474,0,52
S00174475,0,61
S00174476,0,61
S00174477,0,51
S00174478,0,35
S00174479,0,48
S00174480,0,48
S00174481,0,59
S00174482,0,57
S00174483,0,81
S00174484,0,50
S00174485,0,52
S00174486,0,50
S00174487,72,0
S00174488,81,0
S00174489,63,0
S00174490,43,0
S00174491,47,0
S00174492,0,43
S00174493,35,0
S00174494,0,32
S00174495,47,0
S00174496,51,0
S00174497,41,0
S00174498,59,0
S00174499,81,0
S00174500,46,0
S00174501,44,0
S00174502,0,67
S00174503,66,0
S00174504,53,0
S00174505,41,0
S00174506,75,0
S00174507,67,0
S00174508,45,0
S00174509,65,0
S00174510,59,0
S00174511,49,0
S00174512,40,0
S00174513,58,0
S00174514,0,55
S00174515,81,0
S00174516,44,0
S00174517,34,0
S00174518,63,0
S00174519,37,0
S00174520,47,0
S00174521,0,49
S00174522,53,0
S00174523,32,0
S00174524,61,0
S00174525,62,0
S00174526,61,0
S00174527,78,0
S00174528,0,40
S00174529,0,46
S00174530,0,64
S00174531,0,48
S00174532,0,41
S00174533,0,53
S00174534,0,32
S00174535,0,47
S00174536,0,56
S00174537,0,52
S00174538,0,55
S00174539,0,58
S00174540,0,36
S00174541,26,0
S00174542,65,0
S00174543,64,0
S00174544,45,0
S00174545,0,54
S00174546,43,0
S00174547,47,0
S00174548,72,0
S00174549,33,0
S00174550,56,0
S00174551,60,0
S00174552,67,0
S00174553,37,0
S00174554,53,0
S00174555,55,0
S00174556,33,0
S00174557,51,0
S00174558,40,0
S00174559,51,0
S00174560,61,0
S00174561,50,0
S00174562,50,0
S00174563,38,0
S00174564,53,0
S00174565,51,0
S00174566,38,0
S00174567,50,0
S00174568,45,0
S00174569,41,0
S00174570,76,0
S00174571,56,0
S00174572,48,0
S00174573,52,0
S00174574,47,0
S00174575,63,0
S00174576,36,0
S00174577,52,0
S00174578,65,0
S00174579,32,0
S00174580,0,35
S00174581,40,0
S00174582,68,0
S00174583,35,0
S00174584,45,0
S00174585,68,0
S00174586,46,0
S00174587,33,0
S00174588,47,0
S00174589,31,0
S00174590,74,0
S00174591,54,0
S00174592,56,0
S00174593,43,0
S00174594,54,0
S00174595,51,0
S00174596,86,0
S00174597,58,0
S00174598,61,0
S00174599,56,0
S00174600,78,0
S00174601,60,0
S00174602,75,0
S00174603,0,39
S00174604,48,0
S00174605,41,0
S00174606,73,0
S00174607,42,0
S00174608,49,0
S00174609,69,0
S00174610,47,0
S00174611,45,0
S00174612,64,0
S00174613,49,0
S00174614,58,0
S00174615,68,0
S00174616,59,0
S00174617,53,0
S00174618,72,0
S00174619,54,0
S00174620,40,0
S00174621,62,0
S00174622,82,0
S00174623,48,0
S00174624,61,0
S00174625,49,0
S00174626,49,0
S00174627,46,0
S00174628,56,0
S00174629,0,40
S00174630,81,0
S00174631,62,0
S00174632,34,0
S00174633,67,0
S00174634,66,0
S00174635,0,76
S00174636,77,0
S00174637,29,0
S00174638,30,0
S00174639,76,0
S00174640,50,0
S00174641,39,0
S00174642,33,0
S00174643,75,0
S00174644,66,0
S00174645,50,0
S00174646,46,0
S00174647,46,0
S00174648,72,0
S00174649,61,0
S00174650,39,0
S00174651,54,0
S00174652,64,0
S00174653,59,0
S00174654,35,0
S00174655,81,0
S00174656,30,0
S00174657,70,0
S00174658,56,0
S00174659,75,0
S00174660,48,0
S00174661,58,0
S00174662,64,0
S00174663,45,0
S00174664,37,0
S00174665,45,0
S00174666,49,0
S00174667,69,0
S00174668,58,0
S00174669,54,0
S00174670,0,32
S00174671,48,0
S00174672,0,30
S00174673,57,0
S00174674,28,0
S00174675,0,41
S00174676,49,0
S00174677,0,50
S00174678,0,41
S00174679,0,62
S00174680,0,66
S00174681,0,37
S00174682,0,30
S00174683,0,64
S00174684,0,41
S00174685,0,37
S00174686,0,55
S00174687,0,76
S00174688,0,48
S00174689,0,43
S00174690,0,51
S00174691,0,32
S00174692,0,42
S00174693,0,46
S00174694,0,79
S00174695,0,37
S00174696,0,79
S00174697,0,37
S00174698,0,31
S00174699,0,48
S00174700,0,89
S00174701,0,46
S00174702,0,63
S00174703,0,56
S00174704,0,37
S00174705,0,35
S00174706,0,72
S00174707,0,65
S00174708,0,35
S00174709,0,85
S00174710,0,76
S00174711,0,74
S00174712,0,52
S00174713,0,49
S00174714,0,59
S00174715,0,65
S00174716,0,55
S00174717,0,62
S00174718,0,62
S00174719,0,39
S00174720,0,58
S00174721,0,50
S00174722,0,97
S00174723,0,84
S00174724,0,72
S00174725,0,32
S00174726,0,54
S00174727,0,35
S00174728,0,75
S00174729,0,39
S00174730,0,49
S00174731,0,35
S00174732,0,73
S00174733,0,73
S00174734,0,89
S00174735,0,55
S00174736,0,29
S00174737,0,32
S00174738,0,54
S00174739,0,70
S00174740,0,34
S00174741,0,33
S00174742,0,58
S00174743,0,63
S00174744,0,47
S00174745,0,73
S00174746,0,84
S00174747,0,67
S00174748,0,52
S00174749,0,68
S00174750,0,57
S00174751,0,50
S00174752,0,38
S00174753,0,41
S00174754,0,27
S00174755,0,49
S00174756,0,40
S00174757,0,60
S00174758,0,37
S00174759,0,38
S00174760,0,54
S00174761,0,79
S00174762,0,67
S00174763,0,65
S00174764,0,56
S00174765,0,64
S00174766,0,67
S00174767,0,67
S00174768,0,50
S00174769,0,45
S00174770,0,40
S00174771,0,75
S00174772,0,40
S00174773,0,72
S00174774,0,67
S00174775,0,44
S00174776,0,50
S00174777,0,34
S00174778,0,49
S00174779,0,71
S00174780,0,79
S00174781,0,57
S00174782,0,54
S00174783,0,85
S00174784,0,67
S00174785,0,75
S00174786,0,68
S00174787,0,58
S00174788,0,41
S00174789,0,39
S00174790,0,75
S00174791,0,43
S00174792,0,68
S00174793,0,54
S00174794,0,34
S00174795,0,49
S00174796,0,38
S00174797,0,34
S00174798,0,52
S00174799,0,83
S00174800,0,57
S00174801,0,66
S00174802,0,44
S00174803,0,45
S00174804,0,72
S00174805,0,82
S00174806,0,57
S00174807,0,68
S00174808,0,71
S00174809,0,49
S00174810,0,83
